,회사명,항목명,항목코드,당기
7159,STX엔진,신종자본증권,entity00480455_udf_BS_201931816928559_EquityAttributableToOwnersOfParent,94351000000.0
75023,한국가스공사,신종자본증권,entity00261285_udf_BS_2018510153049555_EquityAbstract,
67273,코오롱인더,신종자본증권,entity00795135_udf_BS_202032314413888_EquityAttributableToOwnersOfParent,
15805,대우조선해양,신종자본증권,entity00111704_udf_BS_2017119143339825_EquityAttributableToOwnersOfParent,2332832300000.0
56306,이수화학,신종자본증권,entity00145552_udf_BS_2019327104652987_EquityAttributableToOwnersOfParent,49546367000.0
72341,포스코,신종자본증권,entity00155319_udf_BS_2017119114157789_EquityAttributableToOwnersOfParent,199383500000.0
12125,내츄럴엔도텍,신주인수권,entity00923792_udf_BS_2017118125834252_ElementsOfOtherStockholdersEquity,-56334732.0
3584,KR모터스,신주인수권부사채비유동,entity00112378_udf_BS_201921810296516_NoncurrentLiabilities,0.0
68447,크리스탈,신주인수권부사채신주인수권조정신주인수권부사채,entity00407814_udf_BS_201932916530167_LongTermTradeAndOtherNonCurrentPayables,0.0
60519,제이스테판,신주인수권부채권,entity00608839_udf_BS_2018814112651438_LongTermTradeAndOtherNonCurrentReceivablesGross,
66945,코스온,신주인수권처분이익,entity00402989_udf_BS_201711136413125_ElementsOfOtherStockholdersEquity,20000000.0
25364,모두투어,여행수탁금,entity00456218_udf_BS_2020328112825105_CurrentLiabilities,58571583000.0
80625,현대백화점,연결기타자본항목,entity00428251_udf_BS_201958144550839_EquityAbstract,-144215020000.0
80624,현대백화점,연결기타포괄손익누계액,entity00428251_udf_BS_201958144540383_EquityAbstract,8696201000.0
80623,현대백화점,연결이익잉여금,entity00428251_udf_BS_201958144526743_EquityAbstract,3648398000000.0
80622,현대백화점,연결자본잉여금,entity00428251_udf_BS_201958144515616_EquityAbstract,612115800000.0
79061,한창,연결자본잉여금,entity00163716_udf_BS_2019325153147472_CapitalSurplus,-2909677600.0
31542,삼진엘앤디,연결적립금,entity00239514_udf_BS_201932514247257_EquityAttributableToOwnersOfParent,16522885000.0
63223,진성티이씨,연차충당부채,entity00174208_udf_BS_201711810530273_CurrentLiabilities,445171070.0
15317,대성에너지,열공급설비,entity00787376_udf_BS_20188993338817_PropertyPlantAndEquipment,10629923000.0
72312,포스코,영업권및기타무형자산,entity00155319_udf_BS_201711916116837_NoncurrentAssets,4908473000000.0
21216,디오스텍,영업권및무형자산,entity01031502_udf_BS_2017111317551370_NoncurrentAssets,2077904800.0
6675,SK이노베이션,영업권및무형자산,entity00631518_udf_BS_2020320192552363_NoncurrentAssets,1118922700000.0
6361,SK네트웍스,영업권및무형자산,entity00131780_udf_BS_201832114504254_NoncurrentAssets,763820000000.0
52109,웅진씽크빅,영업권손상차손누계액,entity00628189_udf_BS_2017111016437158_IntangibleAssetsOtherThanGoodwill,5837574000.0
33525,서호전기,예수금,entity00220622_udf_BS_201889102015578_OtherCurrentLiabilities,74153576.0
52140,웅진씽크빅,예수금,entity00628189_udf_BS_2018812154444715_OtherCurrentLiabilities,2318864100.0
26552,미원상사,예수금,entity00121932_udf_BS_2017118101423862_OtherCurrentLiabilities,2690726700.0
52001,웅진,예수금,entity00143651_udf_BS_2017113165754484_OtherCurrentLiabilities,4408375300.0
10625,금호산업,예수금,entity00106313_udf_BS_20171114104748757_CurrentLiabilities,57244836000.0
31479,삼진,예수금,entity00173351_udf_BS_20171171232789_OtherCurrentLiabilities,311110720.0
14942,대림통상,예수금,entity00109824_udf_BS_2019116173149691_OtherCurrentLiabilities,470174800.0
24374,멀티캠퍼스,예수금,entity00425351_udf_BS_2017102712544232_CurrentLiabilities,1018336000.0
74682,하이트론씨스템즈,예수금,entity00156150_udf_BS_201932885548541_OtherCurrentLiabilities,25982116.0
30584,삼성전자,예수금,entity00126380_udf_BS_20171018222637261_CurrentLiabilities,897355000000.0
67453,코웰패션,예수금,entity00155948_udf_BS_201881091740198_OtherCurrentLiabilities,694933300.0
34324,성우테크론,예수금,entity00350482_udf_BS_2017118134910293_OtherCurrentLiabilities,125463760.0
14221,다스코,예수금,entity00353878_udf_BS_2018861836191_OtherCurrentLiabilities,355344200.0
68664,클리오,예수금,entity00957735_udf_BS_202032420749636_OtherCurrentLiabilities,112588560.0
12097,내츄럴엔도텍,예수금,entity00923792_udf_BS_2017118123653286_OtherCurrentLiabilities,116323570.0
54984,유한양행,예수금,entity00145109_udf_BS_2017119194839994_CurrentLiabilities,29548614000.0
26642,미원에스씨,예수금,entity01234297_udf_BS_201959163942542_udf_BS_20195916392654_CurrentLiabilities,1823012100.0
68246,크로바하이텍,예수금,entity00260611_udf_BS_2018324124413990_OtherCurrentLiabilities,111009320.0
54985,유한양행,예수보증금,entity00145109_udf_BS_201711919498466_CurrentLiabilities,8268470000.0
68660,클리오,예수보증금,entity00957735_udf_BS_20203242053423_OtherCurrentFinancialLiabilities,92000000.0
52139,웅진씽크빅,예수부가가치세,entity00628189_udf_BS_2018812154426132_OtherCurrentLiabilities,0.0
59441,일진전기,예수부가세,entity00683469_udf_BS_201932615822648_TradeAndOtherCurrentPayables,46015140.0
14608,대구백화점,예수부채,entity00108977_udf_BS_201711819261140_NoncurrentLiabilities,
79374,한화,예수부채,entity00160588_udf_BS_20171113203836106_udf_BS_20171113203756858_LiabilitiesAbstract,1233940000000.0
14598,대구백화점,예수부채,entity00108977_udf_BS_2017118192147320_CurrentLiabilities,
64054,카카오,예수부채,entity00258801_udf_BS_20191111172446674_CurrentLiabilities,299564340000.0
65540,케이프,예수부채,entity00152437_udf_BS_2018322164230855_udf_BS_2018322163727436_LiabilitiesAbstract,74993470000.0
54718,유진기업,예수부채,entity00184667_udf_BS_2018328155335313_udf_BS_2018319151329439_LiabilitiesAbstract,2465454400000.0
14248,다우기술,예치금,entity00176914_udf_BS_2020327111716980_CurrentAssets,
14319,다우데이타,예치금,entity00238782_udf_BS_201932913112174_CurrentAssets,0.0
14566,대구백화점,예치금,entity00108977_udf_BS_201711818582216_CurrentAssets,
48316,엠케이전자,예치금,entity00121686_udf_BS_20184285312430_udf_BS_20171113171737234_AssetsAbstract,246396220.0
79336,한화,예치금,entity00160588_udf_BS_202031816359212_udf_BS_20171113201812326_AssetsAbstract,0.0
14581,대구백화점,예치금,entity00108977_udf_BS_20171181975480_NoncurrentAssets,
72997,풍산,온실가스배출권,entity00684714_udf_BS_20171024205419686_udf_BS_20171024205223796_CurrentAssets,368392030.0
73032,풍산,온실가스배출부채,entity00684714_udf_BS_2017102421323425_CurrentLiabilities,0.0
74988,한국가스공사,온실가스배출충당부채,entity00261285_udf_BS_20193279322644_CurrentProvisions,9686201000.0
78966,한창,완성건물,entity00163716_udf_BS_2019325151641748_Inventories,5673721000.0
66872,코스모화학,외화사채,entity00160302_udf_BS_2018813152850679_NoncurrentLiabilities,32980988000.0
28006,범양건영,외화사채,entity00122694_udf_BS_20191111103911597_NoncurrentLiabilities,10516104000.0
81052,현대자동차,운용리스자산,entity00164742_udf_BS_201711283750736_NoncurrentAssets,21068340000000.0
3622,KSS해운,위탁대리점,entity00160232_udf_BS_20171169240543_OtherCurrentAssets,983366800.0
54691,유진기업,유가증권,entity00184667_udf_BS_2018328154950536_udf_BS_2018319151224753_AssetsAbstract,0.0
29880,삼기오토모티브,유급휴가부채,entity00799177_udf_BS_2018122794013359_CurrentLiabilities,1369653500.0
36518,수산중공업,유동금융리스부채,entity00135111_udf_BS_2019726113537710_CurrentLiabilities,128525080.0
14286,다우기술,유동금융리스부채,entity00176914_udf_BS_2019881427644_CurrentLiabilities,4841572400.0
9201,고려산업,유동금융리스부채,entity00102751_udf_BS_2019731163448626_CurrentLiabilities,388708960.0
20502,드림어스컴퍼니,유동금융부채,entity00364467_udf_BS_20192149583207_CurrentLiabilities,
71012,파멥신,유동금융부채,entity00972293_udf_BS_20198815512194_CurrentLiabilities,
80190,현대그린푸드,유동금융부채,entity00105280_udf_BS_2019871432421_CurrentLiabilities,15334000.0
28135,베스파,유동금융부채,entity01259056_udf_BS_20194113027319_CurrentLiabilities,7196989000.0
34900,세아제강지주,유동금융부채,entity00124197_udf_BS_2018322104223374_CurrentLiabilities,300270180.0
10429,금강공업,유동금융부채,entity00105299_udf_BS_2018514132310798_CurrentLiabilities,8309422000.0
1920,GS홈쇼핑,유동금융부채,entity00207755_udf_BS_20195116455918_CurrentLiabilities,990773440.0
13946,뉴프라이드,유동금융부채,entity00781202_udf_BS_2018620112018687_CurrentLiabilities,38782428.0
80167,현대그린푸드,유동금융자산,entity00105280_udf_BS_201987132940428_CurrentAssets,301091500000.0
47329,엔케이물산,유동기타금융자산,entity00103130_udf_BS_2018514162655106_CurrentAssets,
11224,나노메딕스,유동기타포괄손익-공정가치금융자산,entity00469799_udf_BS_20181191611975_CurrentAssets,4870110000.0
4944,NICE,유동당기손익-공정가치측정금융부채,entity00158316_udf_BS_2019326131440967_CurrentLiabilities,100406630.0
10859,금화피에스시,유동당기손익-공정가치측정금융자산,entity00176516_udf_BS_201851175539294_CurrentAssets,43125030000.0
54673,유진기업,유동당기손익-공정가치측정금융자산,entity00184667_udf_BS_2019328155645166_CurrentAssets,39034855000.0
11976,남화토건,유동당기손익-공정가치측정금융자산,entity00108001_udf_BS_202031217547308_CurrentAssets,3618222000.0
14184,다스코,유동당기손익공정가치금융자산,entity00353878_udf_BS_2019329185955_OtherCurrentFinancialAssets,466708130.0
15185,대상홀딩스,유동당기손익공정가치측정금융자산,entity00539274_udf_BS_2018514101621900_CurrentAssets,172865800000.0
64239,캔서롭,유동당기손익인식금융부채,entity00995993_udf_BS_202022414394963_CurrentLiabilities,
74971,한국가스공사,유동당기손익인식금융부채,entity00261285_udf_BS_202032411950209_OtherCurrentFinancialLiabilities,
47582,엘브이엠씨,유동당기손익인식금융자산,entity00838500_udf_BS_2020428182233377_CurrentAssets,0.0
74869,한국가스공사,유동당기손익인식금융자산,entity00261285_udf_BS_2020324116510_OtherCurrentFinancialAssets,
36220,솔루에타,유동리스채권,entity00624518_udf_BS_201981320389559_CurrentAssets,156447260.0
74980,한국가스공사,유동비금융부채,entity00261285_udf_BS_201851014251576_CurrentLiabilities,231292270000.0
1830,GS글로벌,유동비금융부채,entity00138190_udf_BS_2017111144451517_CurrentLiabilities,8176574000.0
82967,휴메딕스,유동비금융부채,entity00614478_udf_BS_20171030154234168_CurrentLiabilities,5436813300.0
22441,레드캡투어,유동비금융부채,entity00261355_udf_BS_20188116395756_CurrentLiabilities,17880496000.0
82946,휴메딕스,유동비금융자산,entity00614478_udf_BS_20171030152420208_CurrentAssets,1089680600.0
1805,GS글로벌,유동비금융자산,entity00138190_udf_BS_201711194521484_CurrentAssets,20015217000.0
78622,한전KPS,유동비금융자산,entity00159218_udf_BS_20192270126383_CurrentAssets,32821918000.0
1903,GS홈쇼핑,유동비금융자산,entity00207755_udf_BS_2017112143829239_CurrentAssets,10681010000.0
22425,레드캡투어,유동비금융자산,entity00261355_udf_BS_20188116336416_CurrentAssets,9391393000.0
19075,동양물산기업,유동비지배지분부채,entity00117230_udf_BS_2020325164634485_CurrentLiabilities,51600540000.0
18083,동국알앤에스,유동상각후원가측정채무증권,entity00472890_udf_BS_2020323104439465_CurrentAssets,1770000.0
8064,가온전선,유동성계약부채,entity00104768_udf_BS_2019320173620166_OtherCurrentFinancialLiabilities,29842388.0
78862,한진중공업홀딩스,유동성공사부담금,entity00163673_udf_BS_202031717132982_TradeAndOtherCurrentPayables,7648000000.0
61177,제이티,유동성금융기관예치금,entity00365457_udf_BS_2020317183059825_CurrentAssets,150000000.0
673,CJ제일제당,유동성금융리스자산,entity00635134_udf_BS_2019322182837191_CurrentAssets,
61123,제이콘텐트리,유동성금융리스채권,entity00203315_udf_BS_201841194554495_CurrentAssets,1568981000.0
14252,다우기술,유동성금융리스채권,entity00176914_udf_BS_2020319112827929_CurrentAssets,220877620.0
51907,웅진,유동성금융리스채권,entity00143651_udf_BS_201932814323965_udf_BS_201932814223908_CurrentAssets,
51906,웅진,유동성금융리스채권,entity00143651_udf_BS_201932814223908_CurrentAssets,
6345,SK네트웍스,유동성금융리스채권,entity00131780_udf_BS_201959141029319_CurrentAssets,32633000000.0
42590,알티캐스트,유동성금융부채,entity00364254_udf_BS_20193151614559_CurrentLiabilities,
83140,휴온스,유동성금융자산,entity01159853_udf_BS_2020324113339356_CurrentAssets,12670000000.0
41305,아이에스동서,유동성기타금융부채,entity00115977_udf_BS_201951515260864_CurrentLiabilities,9406024000.0
51420,우성사료,유동성기타상각후원가측정금융자산,entity00142661_udf_BS_2019103195853551_CurrentAssets,32975000.0
38928,쌍용자동차,유동성기타장기종업원급여부채,entity00138242_udf_BS_2018112152016952_CurrentLiabilities,2078738600.0
51996,웅진,유동성기타충당부채,entity00143651_udf_BS_2020324175055811_CurrentProvisions,16366056000.0
4484,LS산전,유동성당기손익-공정가치측정금융자산,entity00105855_udf_BS_201873017426258_CurrentAssets,5789000000.0
35756,셀루메드,유동성당기손익-공정가치측정금융자산,entity00310156_udf_BS_2020325145754514_CurrentAssets,3320677600.0
73140,퓨전,유동성당기손익공정가치측정금융자산,entity01113949_udf_BS_20204675029349_CurrentAssets,6861053000.0
81511,형지엘리트,유동성당기손익인식금융부채,entity00441243_udf_BS_2019925152938158_CurrentLiabilities,
9227,고려신용정보,유동성대출채권,entity00336297_udf_BS_2020318113045851_CurrentAssets,443691780.0
16381,대유플러스,유동성대출채권,entity00126089_udf_BS_201811817428154_CurrentAssets,0.0
65120,케이엔제이,유동성리스부채,entity00769158_udf_BS_2020330182723487_CurrentLiabilities,373261300.0
58221,인터파크홀딩스,유동성리스부채,entity00244561_udf_BS_2019891728234_CurrentLiabilities,15800364000.0
56809,이엠앤아이,유동성리스부채,entity00475718_udf_BS_2020510134244110_CurrentLiabilities,172207950.0
52005,웅진,유동성리스부채,entity00143651_udf_BS_2019513173016724_CurrentLiabilities,19578149000.0
82966,휴메딕스,유동성리스부채,entity00614478_udf_BS_20198517215300_CurrentLiabilities,263491470.0
6815,SK텔레콤,유동성리스부채,entity00159023_udf_BS_2019515112211154_CurrentLiabilities,304247000000.0
58499,인팩,유동성리스부채,entity00180795_udf_BS_202032321041617_CurrentLiabilities,518309340.0
39848,씨티씨바이오,유동성리스부채,entity00362292_udf_BS_2020227152339118_CurrentLiabilities,739288260.0
65037,케이알피앤이,유동성리스부채,entity00367695_udf_BS_2020326145339477_CurrentLiabilities,234754100.0
83164,휴온스,유동성리스부채,entity01159853_udf_BS_201959152840148_CurrentLiabilities,854280100.0
12336,네오티스,유동성리스부채,entity00447928_udf_BS_2020228103542897_CurrentLiabilities,45223190.0
4518,LS산전,유동성리스부채,entity00105855_udf_BS_201952113742292_CurrentLiabilities,14308632000.0
82037,화신,유동성리스부채,entity00166315_udf_BS_20203221871692_CurrentLiabilities,233932720.0
59247,일진다이아,유동성리스부채,entity00508274_udf_BS_2020327171121210_CurrentLiabilities,707188160.0
40936,아우딘퓨쳐스,유동성리스부채,entity01080687_udf_BS_2019111885959178_CurrentLiabilities,881818300.0
26328,미래아이앤지,유동성리스부채,entity00104786_udf_BS_2019812970698_CurrentLiabilities,178672850.0
26011,무림페이퍼,유동성리스부채,entity00136086_udf_BS_20203171313159_CurrentLiabilities,1702951200.0
73208,퓨쳐스트림네트웍스,유동성리스부채,entity01061497_udf_BS_2020322105918405_CurrentLiabilities,2451484200.0
80388,현대모비스,유동성리스부채,entity00164788_udf_BS_201957174435429_CurrentLiabilities,77458000000.0
4239,LG헬로비전,유동성리스부채,entity00222532_udf_BS_20195815642293_CurrentLiabilities,7711677000.0
6373,SK네트웍스,유동성리스부채,entity00131780_udf_BS_201959141427755_CurrentLiabilities,552577000000.0
49341,오뚜기,유동성리스부채,entity00141529_udf_BS_2019510174213663_CurrentLiabilities,12289744000.0
24061,만도,유동성리스부채,entity01042775_udf_BS_2019514172819102_CurrentLiabilities,9297007000.0
80,AJ네트웍스,유동성리스부채,entity00365387_udf_BS_20195142095037_CurrentLiabilities,24105187000.0
66866,코스모화학,유동성리스부채,entity00160302_udf_BS_20198813387748_CurrentLiabilities,1193427300.0
80343,현대리바트,유동성리스부채,entity00300548_udf_BS_201953142946315_CurrentLiabilities,10191216000.0
83215,휴온스글로벌,유동성리스부채,entity00228059_udf_BS_2019510101017487_CurrentLiabilities,1502263200.0
71920,펄어비스,유동성리스부채,entity01152470_udf_BS_2019111217325121_CurrentLiabilities,3937189400.0
57228,이크레더블,유동성리스부채,entity00634728_udf_BS_2020320172333930_CurrentLiabilities,190923740.0
1420,EMW,유동성리스부채,entity00479705_udf_BS_2020320153238554_CurrentLiabilities,682622140.0
27902,백산,유동성리스부채,entity00122551_udf_BS_201711101875648_CurrentLiabilities,2916037400.0
12728,넥스트아이,유동성리스부채,entity00614593_udf_BS_2020316131813374_CurrentLiabilities,266187360.0
15402,대성엘텍,유동성리스부채,entity00110583_udf_BS_2020324212542180_CurrentLiabilities,1453123200.0
29992,삼보모터스,유동성리스부채,entity00351092_udf_BS_202051314421839_CurrentLiabilities,2897833500.0
11440,나노엔텍,유동성리스부채,entity00230425_udf_BS_20198917417276_CurrentLiabilities,99867200.0
20946,디앤씨미디어,유동성리스부채,entity01186404_udf_BS_201958164658701_CurrentLiabilities,185061090.0
79741,해태제과식품,유동성리스부채,entity00428321_udf_BS_2019513103715217_CurrentLiabilities,7451635700.0
68722,키네마스터,유동성리스부채,entity00535375_udf_BS_2020317131839117_CurrentLiabilities,473240900.0
64329,컨버즈,유동성리스부채,entity00753643_udf_BS_2020319102093_CurrentLiabilities,298187460.0
55040,육일씨엔에쓰,유동성리스부채,entity00843900_udf_BS_20195149495256_CurrentLiabilities,904701700.0
8273,강원,유동성리스부채,entity00100601_udf_BS_201957104718918_CurrentLiabilities,135448430.0
23204,롯데케미칼,유동성리스부채,entity00165413_udf_BS_2019513223756608_CurrentLiabilities,25028254000.0
46139,에치에프알,유동성리스부채,entity01108442_udf_BS_202032515813437_CurrentLiabilities,549681300.0
30530,삼성전기,유동성리스부채,entity00126371_udf_BS_201986135046345_CurrentLiabilities,17096172000.0
32967,서울도시가스,유동성리스부채,entity00130684_udf_BS_2019513211411524_CurrentLiabilities,5132911600.0
52682,월덱스,유동성리스부채,entity00580065_udf_BS_202032411524849_CurrentLiabilities,487908160.0
7346,THE MIDONG,유동성리스부채,entity00945208_udf_BS_2020324165942282_CurrentLiabilities,58498130.0
47347,엔케이물산,유동성리스부채,entity00103130_udf_BS_2019810233349355_CurrentLiabilities,128717440.0
10629,금호산업,유동성리스부채,entity00106313_udf_BS_2019511173741471_CurrentLiabilities,5227193000.0
54388,유아이디,유동성리스부채,entity00400121_udf_BS_20191126141032512_CurrentLiabilities,54146130.0
79891,행남사,유동성리스부채,entity00164362_udf_BS_202032610634325_CurrentLiabilities,164830670.0
46279,에코바이오,유동성리스부채,entity00287812_udf_BS_202032514941347_CurrentLiabilities,135369010.0
63563,참엔지니어링,유동성리스부채,entity00153621_udf_BS_2019920103329435_CurrentLiabilities,502510200.0
75226,한국단자공업,유동성리스부채,entity00157070_udf_BS_201911816483243_CurrentLiabilities,284688960.0
15843,대웅,유동성리스부채,entity00111810_udf_BS_20203161601122_CurrentLiabilities,1277722000.0
73034,풍산,유동성리스부채,entity00684714_udf_BS_2019111113509605_CurrentLiabilities,2393768400.0
21635,디지틀조선,유동성리스부채,entity00231442_udf_BS_2020325164545_CurrentLiabilities,1313893100.0
35781,셀루메드,유동성리스부채,entity00310156_udf_BS_202032515416871_CurrentLiabilities,480555140.0
15894,대웅제약,유동성리스부채,entity00427483_udf_BS_2019510153921616_CurrentLiabilities,993720100.0
29197,비에이치아이,유동성리스부채,entity00409788_udf_BS_2020311105853213_CurrentLiabilities,166019680.0
75296,한국석유공업,유동성리스부채,entity00157991_udf_BS_202031711213416_CurrentLiabilities,1164561000.0
52144,웅진씽크빅,유동성리스부채,entity00628189_udf_BS_2019510132338432_CurrentLeaseLiabilities,16063489000.0
29455,빅솔론,유동성리스부채,entity00478900_udf_BS_20195211395692_CurrentLiabilities,1209108100.0
34713,세방,유동성리스부채,entity00133812_udf_BS_20203232321684_CurrentLiabilities,13086371000.0
29413,비피도,유동성리스부채,entity01109070_udf_BS_201911610550241_CurrentLiabilities,82179930.0
9116,계룡건설산업,유동성리스부채,entity00102432_udf_BS_2019810155426740_CurrentLiabilities,11415920000.0
8417,갤럭시아에스엠,유동성리스채권,entity00129554_udf_BS_2020320131143401_CurrentAssets,8692545.0
72801,풀무원,유동성리스채권,entity00155355_udf_BS_20203192284266_CurrentAssets,1342258600.0
79147,한컴위드,유동성리스채무,entity00363592_udf_BS_202032614566167_CurrentLiabilities,146347090.0
51994,웅진,유동성마일리지충당부채,entity00143651_udf_BS_2017113165653420_CurrentProvisions,40989260.0
40488,아세아,유동성만기보유금융자산,entity00138701_udf_BS_202032411284461_CurrentAssets,
63469,차바이오텍,유동성매도가능금융자산,entity00525679_udf_BS_2020328174153392_CurrentAssets,0.0
77329,한섬,유동성매도가능금융자산,entity00188089_udf_BS_202032511513297_CurrentAssets,
29605,사조대림,유동성매도가능금융자산,entity00109718_udf_BS_2019812115012843_CurrentAssets,
19486,동원산업,유동성매도청구권부채,entity00118026_udf_BS_2020325115257227_CurrentLiabilities,1854858800.0
25978,무림페이퍼,유동성배출권,entity00136086_udf_BS_202031712552217_CurrentAssets,513510240.0
80577,현대백화점,유동성보증금,entity00428251_udf_BS_2020323132932942_CurrentAssets,16937817000.0
58345,인텔리안테크,유동성보증금,entity00664181_udf_BS_2017111581640617_CurrentAssets,765244200.0
59129,일양약품,유동성사채및장기차입금,entity00146454_udf_BS_2019326152112620_CurrentLiabilities,12000000000.0
56345,이스트소프트,유동성사채상환할증금,entity00273420_udf_BS_2019327133550310_CurrentLiabilities,510100500.0
52152,웅진씽크빅,유동성사채상환할증금,entity00628189_udf_BS_202032519555699_CurrentPortionOfBonds,27292236000.0
51986,웅진,유동성사채상환할증금,entity00143651_udf_BS_2019513172258632_udf_BS_2017113165440430_CurrentLiabilities,28730692000.0
52151,웅진씽크빅,유동성사채할인발행차금,entity00628189_udf_BS_202032519553760_CurrentPortionOfBonds,-2035759900.0
51985,웅진,유동성사채할인발행차금,entity00143651_udf_BS_201711316551453_udf_BS_2017113165440430_CurrentLiabilities,2239050000.0
30438,삼성엔지니어링,유동성상각후원가측정금융자산,entity00126308_udf_BS_2018513125812528_CurrentAssets,101850000.0
40487,아세아,유동성상각후원가측정금융자산,entity00138701_udf_BS_2018510161433122_CurrentAssets,25720000.0
40545,아세아시멘트,유동성상각후원가측정금융자산,entity00990165_udf_BS_2018510144822452_CurrentAssets,25720000.0
17073,대한항공,유동성상각후원가측정유가증권,entity00113526_udf_BS_201859194323765_CurrentAssets,19985000.0
65123,케이엔제이,유동성상환우선주부채,entity00769158_udf_BS_202033018281145_CurrentLiabilities,
22740,로스웰,유동성선급토지임차료,entity01139266_udf_BS_201711151424670_CurrentAssets,80035.0
79926,헝셩그룹,유동성선급토지임차료,entity01160512_udf_BS_201942021425764_CurrentAssets,1211589.0
51995,웅진,유동성소송충당부채,entity00143651_udf_BS_201951317275362_CurrentProvisions,347761700.0
73033,풍산,유동성수입보증금,entity00684714_udf_BS_2017102421324779_CurrentLiabilities,1929854300.0
44290,에스원,유동성예수보증금,entity00158501_udf_BS_2020213133630691_CurrentLiabilities,34979135000.0
16408,대유플러스,유동성예수부채,entity00126089_udf_BS_201811818561381_CurrentLiabilities,0.0
65725,켄코아에어로스페이스,유동성우선주부채,entity01158553_udf_BS_202032419402943_CurrentLiabilities,54327130.0
81510,형지엘리트,유동성유동화사채,entity00441243_udf_BS_2019919143351668_CurrentLiabilities,4114467800.0
81509,형지엘리트,유동성유동화채무,entity00441243_udf_BS_201825193134236_CurrentLiabilities,6172482000.0
17106,대한항공,유동성이연수익,entity00113526_udf_BS_201932614837444_CurrentLiabilities,651945250000.0
60889,제이엔케이히터,유동성임대보증금,entity00442154_udf_BS_202032491128951_CurrentLiabilities,200000000.0
6692,SK이노베이션,유동성임대보증금,entity00631518_udf_BS_202032019291763_CurrentLiabilities,11569721000.0
33145,서울옥션,유동성임대보증금,entity00410915_udf_BS_202032694642489_CurrentLiabilities,380000000.0
66350,코리아에스이,유동성임차보증금,entity00527491_udf_BS_2019314152710521_TradeAndOtherCurrentReceivables,
78870,한진중공업홀딩스,유동성입회금,entity00163673_udf_BS_2017119151022954_CurrentLiabilities,81525000000.0
83381,흥국에프엔비,유동성장기금융부채,entity00916516_udf_BS_201932711859197_CurrentLiabilities,10151098000.0
40780,아시아경제,유동성장기금융부채,entity00665676_udf_BS_2018813195255390_CurrentLiabilities,12857071000.0
83296,휴켐스,유동성장기금융부채,entity00426086_udf_BS_2018314105731536_CurrentLiabilities,35585503000.0
38114,신원,유동성장기금융예치금,entity00136864_udf_BS_202032419445370_CurrentAssets,1734750000.0
6066,SIMPAC,유동성장기금융자산,entity00138260_udf_BS_2018810145129150_CurrentAssets,180000000.0
4215,LG헬로비전,유동성장기대여금,entity00222532_udf_BS_201842520451250_CurrentAssets,23879981000.0
41241,아이앤씨,유동성장기대여금,entity00365758_udf_BS_20181030162054195_CurrentAssets,36517380.0
6459,SK디앤디,유동성장기대여금,entity00508344_udf_BS_2018117104458851_CurrentAssets,3139204000.0
42731,애경유화,유동성장기리스부채,entity00936787_udf_BS_2020316155634516_CurrentLiabilities,1252245100.0
29285,비츠로셀,유동성장기리스부채,entity00154718_udf_BS_2020319145055329_CurrentLiabilities,194844510.0
73160,퓨전,유동성장기리스부채,entity01113949_udf_BS_20191128111718530_CurrentLiabilities,425667800.0
13688,누리플랜,유동성장기부채,entity00410997_udf_BS_20198794026586_CurrentLiabilities,23602920000.0
54989,유한양행,유동성장기부채,entity00145109_udf_BS_201711914551855_CurrentLiabilities,24016667000.0
11197,나노,유동성장기부채,entity00994994_udf_BS_2017117162023499_CurrentLiabilities,1555520000.0
76953,한류AI센터,유동성장기부채,entity01091382_udf_BS_202051321943164_CurrentLiabilities,
17333,더존비즈온,유동성장기부채,entity00172291_udf_BS_2019211184717481_CurrentLiabilities,
2518,JW생명과학,유동성장기부채,entity00225706_udf_BS_2019331143423459_CurrentLiabilities,4999800000.0
7788,YW,유동성장기부채,entity00296263_udf_BS_201832711406397_CurrentLiabilities,215500000.0
55041,육일씨엔에쓰,유동성장기부채,entity00843900_udf_BS_20171113165918254_CurrentLiabilities,2072604400.0
61672,조광ILI,유동성장기부채,entity00291860_udf_BS_202032817545776_CurrentLiabilities,333400000.0
17043,대한제분,유동성장기부채,entity00113243_udf_BS_201889165150326_CurrentLiabilities,1138500000.0
83056,휴비츠,유동성장기부채,entity00398668_udf_BS_201941145129367_CurrentLiabilities,5470081500.0
3677,KSS해운,유동성장기부채,entity00160232_udf_BS_2019325135824499_ShorttermBorrowings,17296680000.0
78493,한일철강,유동성장기부채,entity00163196_udf_BS_201886181915186_CurrentLiabilities,1958386700.0
16970,대한제강,유동성장기부채,entity00113225_udf_BS_201881311215761_CurrentLiabilities,18213500000.0
48330,엠케이전자,유동성장기부채,entity00121686_udf_BS_20171113172047568_CurrentLiabilities,1543347500.0
28448,본느,유동성장기부채,entity01098792_udf_BS_2020323164120431_CurrentLiabilities,
16905,대한전선,유동성장기부채,entity00113207_udf_BS_2020322143013424_CurrentLiabilities,471427680000.0
30717,삼성출판사,유동성장기부채,entity00423690_udf_BS_2020316162349438_CurrentLiabilities,2458260000.0
16304,대유에이텍,유동성장기부채,entity00149804_udf_BS_2018314162226106_CurrentLiabilities,22662918000.0
35441,세중,유동성장기부채,entity00264671_udf_BS_2019328124619458_CurrentLiabilities,
64326,컨버즈,유동성장기부채,entity00753643_udf_BS_20171115115651166_CurrentLiabilities,134000000.0
