회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,항목코드,재무상태표 [abstract],자산 [abstract],유동자산,현금및현금성자산,현금,현금성자산,정부보조금,단기금융상품,매출채권 및 기타유동채권,매출채권,대손충당금,단기금융리스채권,대손충당금,단기이연대출부대수익,대손충당금,단기미수금,대손충당금,공사미수금,대손충당금,분양미수금,대손충당금,대행미수금,대손충당금,단기미수수익,대손충당금,단기보증금자산,대손충당금,단기선급금,대손충당금,부가가치세대급금,단기선급비용,대손충당금,단기선급공사원가,대손충당금,단기임차보증금,대손충당금,단기공사유보금,유동회생채권,단기미청구공사,대손충당금,유동계약자산,단기대여금,대손충당금,당기법인세자산,재고자산,원재료,평가충당금,시험재료,평가충당금,상품,평가충당금,소모품,평가충당금,재공품,평가충당금,제품,평가충당금,반제품,평가충당금,저장품,평가충당금,미착품,평가충당금,부산물,평가충당금,완성주택,평가충당금,용지,평가충당금,기타재고,평가충당금,기타유동금융자산,유동매도가능금융자산,유동 기타포괄손익-공정가치 측정 금융자산,유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,유동만기보유금융자산,유동 상각후원가 측정 금융자산,유동단기매매금융자산,유동 당기손익-공정가치 의무 측정 금융자산,유동당기손익인식지정금융자산,유동 당기손익-공정가치 측정 지정 금융자산,유동파생상품자산,유동확정계약자산,유동생물자산,정부보조금,감가상각누계액,손상차손누계액,기타유동자산,유동배출권,정부보조금,손상차손누계액,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 유동 비현금담보물,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,비유동자산,장기금융상품,장기매출채권 및 기타비유동채권,장기매출채권,현재가치할인차금,대손충당금,장기금융리스채권,현재가치할인차금,대손충당금,장기이연대출부대손익,현재가치할인차금,대손충당금,장기미수금,현재가치할인차금,대손충당금,장기공사미수금,현재가치할인차금,대손충당금,장기분양미수금,현재가치할인차금,대손충당금,장기대행미수금,현재가치할인차금,대손충당금,장기미수수익,현재가치할인차금,대손충당금,장기보증금자산,현재가치할인차금,대손충당금,장기선급금,현재가치할인차금,대손충당금,장기선급비용,현재가치할인차금,대손충당금,장기대여금,현재가치할인차금,대손충당금,장기임차보증금,현재가치할인차금,대손충당금,장기미청구공사,현재가치할인차금,대손충당금,비유동계약자산,장기공사유보금,현재가치할인차금,대손충당금,비유동회생채권,유형자산,토지,정부보조금,손상차손누계액,건물,정부보조금,감가상각누계액,손상차손누계액,건물부대설비,정부보조금,감가상각누계액,손상차손누계액,시설물,정부보조금,감가상각누계액,손상차손누계액,구축물,정부보조금,감가상각누계액,손상차손누계액,기계장치,정부보조금,감가상각누계액,손상차손누계액,차량운반구,정부보조금,감가상각누계액,손상차손누계액,공급설비,정부보조금,감가상각누계액,손상차손누계액,전산장비/전산설비,정부보조금,감가상각누계액,손상차손누계액,공구와기구,정부보조금,감가상각누계액,손상차손누계액,금융리스자산,정부보조금,감가상각누계액,손상차손누계액,사용권자산,임차구축물,정부보조금,감가상각누계액,손상차손누계액,집기,정부보조금,감가상각누계액,손상차손누계액,사무용비품,정부보조금,감가상각누계액,손상차손누계액,유형탐사평가자산,정부보조금,감가상각누계액,손상차손누계액,건설중인자산,정부보조금,손상차손누계액,렌탈자산,정부보조금,감가상각누계액,손상차손누계액,선박,정부보조금,감가상각누계액,손상차손누계액,기타유형자산,정부보조금,감가상각누계액,손상차손누계액,투자부동산,정부보조금,감가상각누계액,손상차손누계액,영업권,손상차손누계액,영업권 이외의 무형자산,브랜드명,정부보조금,감가상각누계액,손상차손누계액,무형탐사평가자산,정부보조금,감가상각누계액,손상차손누계액,제호와 출판표제,정부보조금,감가상각누계액,손상차손누계액,컴퓨터소프트웨어,정부보조금,감가상각누계액,손상차손누계액,라이선스와 프랜차이즈,정부보조금,감가상각누계액,손상차손누계액,"저작권, 특허권, 기타 산업재산권, 용역운영권",정부보조금,감가상각누계액,손상차손누계액,"조리법, 공식, 모형, 설계 및 시제품",정부보조금,감가상각누계액,손상차손누계액,실용신안권,정부보조금,감가상각누계액,손상차손누계액,전신전화가입권,정부보조금,감가상각누계액,손상차손누계액,완성프로그램,정부보조금,감가상각누계액,손상차손누계액,미완성프로그램,정부보조금,감가상각누계액,손상차손누계액,사용수익기부자산,정부보조금,감가상각누계액,손상차손누계액,전산자동화개발,정부보조금,감가상각누계액,손상차손누계액,차지권,정부보조금,감가상각누계액,손상차손누계액,채굴권,정부보조금,감가상각누계액,손상차손누계액,토지사용권,정부보조금,감가상각누계액,손상차손누계액,개발 중인 무형자산,정부보조금,손상차손누계액,비유동배출권,정부보조금,손상차손누계액,기타무형자산,정부보조금,감가상각누계액,손상차손누계액,기타비유동금융자산,비유동매도가능금융자산,비유동 기타포괄손익-공정가치 측정 금융자산,비유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,비유동만기보유금융자산,비유동 상각후원가 측정 금융자산,비유동당기손익인식금융자산,비유동 당기손익-공정가치 측정 지정 금융자산,비유동 당기손익-공정가치 의무 측정 금융자산,비유동확정계약자산,비유동파생상품자산,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",종속기업에 대한 투자자산,조인트벤처에 대한 투자자산,관계기업에 대한 투자자산,지분법적용 투자지분,비유동생물자산,정부보조금,감가상각누계액,손상차손누계액,이연법인세자산,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,기타비유동자산,자산총계,부채 [abstract],유동부채,매입채무 및 기타유동채무,단기매입채무,단기초과청구공사,유동계약부채,단기미지급금,미지급배당금,단기미지급비용,단기임대보증금,단기기타보증금,단기예수금,추심예수금,부가가치세예수금,단기예수보증금,단기선수금,공사선수금,분양선수금,투자선수금,단기이연수익,단기선수수익,단기선수임대료,단기차입금,유동성장기차입금,유동성장기미지급금,유동성사채,유동성전환사채,유동성신주인수권부사채,유동성전환상환우선주부채,유동성교환사채,유동성금융리스부채,유동리스부채,유동회생채무,미지급법인세,당기법인세부채,기타유동금융부채,유동단기매매금융부채,유동 단기매매정의 충족 금융부채,유동당기손익인식지정금융부채,유동 당기손익-공정가치 측정 지정 금융부채,유동 상각후원가 측정 금융부채,유동금융보증부채,유동파생상품부채,유동확정계약부채,유동충당부채,유동종업원급여충당부채,유동판매보증충당부채,유동하자보수충당부채,유동반품충당부채,유동공사손실충당부채,단기제품보증충당부채,단기구조조정충당부채,단기법적소송충당부채,단기손실부담계약충당부채,"단기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타단기충당부채,매각예정으로 분류된 처분자산집단에 포함된 부채,기타유동부채,유동배출부채,비유동부채,장기매입채무 및 기타비유동채무,장기매입채무,현재가치할인차금,장기초과청구공사,비유동계약부채,장기미지급금,현재가치할인차금,장기미지급비용,현재가치할인차금,장기임대보증금,현재가치할인차금,장기기타보증금,현재가치할인차금,장기예수금,현재가치할인차금,장기예수보증금,현재가치할인차금,장기선수금,현재가치할인차금,장기공사선수금,현재가치할인차금,장기이연수익,현재가치할인차금,장기선수수익,장기선수임대료,현재가치할인차금,장기차입금,현재가치할인차금,사채,사채상환할증금,사채할인발행차금,사채할증발행차금,전환사채,전환사채상환할증금,전환사채전환권조정,전환사채할인발행차금,전환사채할증발행차금,신주인수권부사채,신주인수권부사채상환할증금,신주인수권부사채할인발행차금,신주인수권부사채할증발행차금,전환상환우선주부채,전환상환우선주부채상환할증금,전환상환우선주부채할인발행차금,전환상환우선주부채할증발행차금,교환사채,교환사채상환할증금,교환사채전환권조정,교환사채할인발행차금,교환사채할증발행차금,비유동금융리스부채,비유동리스부채,비유동회생채무,기타비유동금융부채,비유동당기손익인식금융부채,비유동 단기매매정의 충족 금융부채,비유동 당기손익-공정가치 측정 지정 금융부채,비유동 상각후원가 측정 금융부채,비유동금융보증부채,비유동파생상품부채,비유동확정계약부채,비유동충당부채,비유동종업원급여충당부채,비유동반품충당부채,비유동하자보수충당부채,비유동판매보증충당부채,비유동공사손실충당부채,장기제품보증충당부채,장기구조조정충당부채,장기법적소송충당부채,장기손실부담계약충당부채,"장기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타장기충당부채,퇴직급여부채,확정급여채무의현재가치,사외적립자산의공정가치,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,이연법인세부채,기타비유동부채,비유동배출부채,부채총계,자본 [abstract],지배기업의 소유주에게 귀속되는 자본,자본금,보통주자본금,우선주자본금,자본잉여금,주식발행초과금,감자차익,자기주식처분이익,전환권대가,신주인수권대가,교환권대가,기타자본잉여금,기타자본구성요소,신주청약증거금,주식할인발행차금,자기주식,감자차손,자기주식처분손실,주식선택권,미가득주식,출자전환채무,기타자본조정,기타포괄손익누계액,재평가잉여금,확정급여제도의 재측정손익,매도가능금융자산평가이익,매도가능금융자산평가손실,기타포괄손익-공정가치 측정 금융자산 평가이익 적립금,기타포괄손익-공정가치 측정 금융자산 평가손실 적립금,지분상품투자에 대한 위험회피수단 평가이익 적립금,지분상품투자에 대한 위험회피수단 평가손실 적립금,옵션의 시간가치 변동 적립금,선도계약의 선도요소 가치 변동 적립금,외화베이시스스프레드 변동 적립금,지분상품투자 평가이익 적립금,지분상품투자 평가손실 적립금,신용위험 변동에 의한 금융부채 공정가치 변동 적립금,해외사업환산이익,해외사업환산손실,현금흐름위험회피파생상품평가이익,현금흐름위험회피파생상품평가손실,지분법기타포괄손익변동,이익잉여금(결손금),이익준비금,기타법정적립금,임의적립금,미처분이익잉여금(미처리결손금),비지배지분,자본총계,자본과부채총계
[035760],CJ ENM,코스닥시장상장법인,602.0,텔레비전 방송업,12.0,2019-12-31,사업보고서,,,1670976897024.0,269792460800.0,,,,99303653376.0,,835386212352.0,,,,,,,,,,,,,,,,,,233577398272.0,,,,,,,,,,,,,,,,2424543488.0,120547196928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,63295614976.0,413714336.0,,,,,,,,,,,,,,,46236131328.0,,,,,,3758793949184.0,,,20986865664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947675136000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037887275008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43821326336.0,207391866880.0,,,,,,,,,,,,,,9306781696.0,1323277484032.0,,,,,,35639685120.0,,132807581696.0,5434907820032.0,,1659291828224.0,269451198464.0,,,46798893056.0,287778963456.0,,,,,,,,,,,,,,,,137432260608.0,120492261376.0,,169924345856.0,,,,,,,,,99270950912.0,347040055296.0,,,,,,,,,1162705536.0,,,,,,,,,,,,,179940229120.0,,622405943296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24892282880.0,,264444411904.0,,,,,,,,,,,,,,,,,,,,,,,,,102440476672.0,,,,,,,,1045031296.0,,,,,,,,,,,,,,,,,187349811200.0,1215892736.0,,2283014193152.0,,2946490957824.0,110577369088.0,,,,101147443200.0,,,,,,,1589239087104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145526943744.0,,,,,205402537984.0,3151893364736.0,5434907820032.0
[000120],CJ대한통운,유가증권시장상장법인,493.0,도로 화물 운송업,12.0,2019-12-31,사업보고서,,,2322199216128.0,220910010368.0,,,,,,1377217806336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292023369728.0,,,8128755200.0,22859292672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,212814561280.0,,0.0,,,,,,,,,,,,,,186788495360.0,,,,,465108704.0,6787816751104.0,,,42366763008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518957879296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081598803968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33221773312.0,,,,,,1673341173760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95205507072.0,,1986715264.0,,,,,,,,,,,,,,,92172664832.0,,,,,55291187200.0,,178244485120.0,9110015705088.0,,2508694224896.0,867577364480.0,,,46883495936.0,,,,,,,,,,,,,,,,,566064906240.0,,,,,,,,,223293014016.0,,,51866071040.0,614132023296.0,,,,,,,,,,,,,,,,,,,,,,138877370368.0,,2946076508160.0,,,,,111229657088.0,,,,,,,,,,,,,,,,,,,,,,1525734047744.0,,,,,,,,,,,,,,,,,,,,,,,,,796891938816.0,,279405690880.0,,,,,,,,,,,,,,,,,,,,135727456256.0,,,,,20400781312.0,76686925824.0,,5454770995200.0,,2991753527296.0,114061721600.0,,,2775375937536.0,,,,,,,,-459762892800.0,,,,,,,,,,-50068938752.0,,,,,,,,,,,,,,,,,,,,612147920896.0,,,,,663491706880.0,3655245234176.0,9110015705088.0
[097950],CJ제일제당,유가증권시장상장법인,107.0,기타 식품 제조업,12.0,2019-12-31,사업보고서,,,7433652011008.0,690951618560.0,,,,991863767040.0,2817784283136.0,2451038011392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327271055360.0,39475224576.0,,,2018257010688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,316702720000.0,,,,,,,,,,,,125453959168.0,,,,472638717952.0,,,,,,18337593556992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10817875476480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705030451200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107914280960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398266204160.0,,,,,,,,,,,,,220951789568.0,,,,,,,,,38054305792.0,,239276015616.0,26280632254464.0,,8202238296064.0,6358987964416.0,1929949216768.0,,46390661120.0,1090549907456.0,,,,,,,,,,,,,,,,1627361378304.0,428467617792.0,,937236561920.0,,,,,299032707072.0,,,121217015808.0,,509068541952.0,,,,,,,,,81514168320.0,,,,,,,,,,,,,1131450335232.0,,8596913913856.0,6864651157504.0,,,,111229657088.0,,,,,,,,,,,,,,,,,,,,,,2156097830912.0,,3290190839808.0,,,,,,,,,,,,,,,,,,,,,,,1307132690432.0,,415376801792.0,,,,,,,,,,,,,,,,,,,,217333645312.0,,,,,948476248064.0,151076192256.0,,16799152209920.0,,4880879058944.0,81908097024.0,,,1540987289600.0,1540987289600.0,,,,,,,-528381771776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786365730816.0,,,,,4600600985600.0,9481480044544.0,26280632254464.0
[051500],CJ프레시웨이,코스닥시장상장법인,463.0,음ㆍ식료품 및 담배 도매업,12.0,2019-12-31,사업보고서,,,495835316224.0,21255876608.0,,,,533547104.0,,251421016064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3973683968.0,,,191367413760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16499718144.0,,,,,,,,,,,,,,,,10784062464.0,,,,,,685827817472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345987055616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93403045888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100083171328.0,,,,,,108728754176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25455476736.0,,,,,,,,,,,,,,,,,2586250.0,,,,,9514312704.0,,2300447232.0,1181663100928.0,,580356210688.0,260734042112.0,,,,51660472320.0,,,,,,,,,,,,,,,,114840911872.0,1096720000.0,,49995935744.0,,,,,,,,,7953894400.0,34223667200.0,,,,,,,,,,,,,,,,,,,,,,34851713024.0,,312173494272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4866740224.0,,99780009984.0,,,,,,,,,,,,,,,,,,,,,,,,,10384330752.0,,,,,,,,,,,,,,,,,,,,28963377152.0,,,,,2887503872.0,1371580672.0,,892529737728.0,,201428893696.0,11871586304.0,,,,90619305984.0,,,,,,,61809995776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37127995392.0,,,,,87704526848.0,289133428736.0,1181663100928.0
[058820],CMG제약,코스닥시장상장법인,212.0,의약품 제조업,12.0,2019-12-31,사업보고서,,,150584066048.0,18570592256.0,,,,,20820514816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51839624.0,9048932352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101343821824.0,,,,,,,,,,,,,,,,748362624.0,,,,,,41659101184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24119402496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11075003392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4458766336.0,,,,,,,,,,,,,,,,,,,,,,2005927808.0,,,192243171328.0,,9306386432.0,7963636224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342750592.0,,2778496512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721853696.0,,,,,,,,,,,,,,,,,,,,1056642816.0,,,,,,,,12084883456.0,,180158283776.0,69446123520.0,,,104812224512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054709248.0,,,,,,180158283776.0,192243171328.0
[023460],CNH,코스닥시장상장법인,642.0,신탁업 및 집합투자업,12.0,2019-12-31,사업보고서,,,150622076928.0,34893676544.0,,,,9332560896.0,4137332224.0,4070585856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124999936.0,,0.0,20828805120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,69634269184.0,,,,,,,6599847424.0,,,,,,126537629696.0,215000000.0,11642264576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16997529600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14289004544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225005056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7214743040.0,,,,,0.0,8944146432.0,,0.0,38899998720.0,,79267696.0,,,,,,,,,27030669312.0,,,,,,0.0,,0.0,465345970176.0,,46564958208.0,23863980032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088457984.0,,,,,,,,,,,,,,,,,,,,,,,20612521984.0,,67031953408.0,51324420096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7474887168.0,,,,,943237120.0,7289409536.0,,355547709440.0,,104554061824.0,92999999488.0,,,330575392.0,,,,,,,,-15900718080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30439786496.0,,,,,5244184576.0,109798252544.0,465345970176.0
[065770],CS,코스닥시장상장법인,264.0,통신 및 방송 장비 제조업,12.0,2019-12-31,사업보고서,,,21834551296.0,1009442240.0,,,,13143682048.0,266761344.0,3354545920.0,,,,,,186555216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42575088.0,3734193664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96796584.0,,,,,0.0,5354381312.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2645813760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224895360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863598336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68592216.0,,,,,,,,,,,,,,,,,,,,,397278016.0,,,27188932608.0,,4737880064.0,2639407872.0,,,,391210912.0,,483462240.0,0.0,,6854379.0,,,,996944192.0,,,,,,,,,,,,,,,144329152.0,,,2585296.0,,,,,,,,,,,73085928.0,,,,,,,,,,,,,,,691173888.0,,,,,,43385320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82608008.0,,,,,,,,,,,565180544.0,,,,,,,,,,,,,,,,,,,5429053952.0,,21759879168.0,9417575424.0,,,31031451648.0,,,,,,,,,,,,,,,,,-2124875136.0,-799592384.0,,,,,,,,,,,,,,,,,,,,-15764679680.0,,,,,0.0,21759879168.0,27188932608.0
[083660],CSA 코스믹,코스닥시장상장법인,222.0,플라스틱제품 제조업,12.0,2019-12-31,사업보고서,,,23908845568.0,3938250752.0,,,,,9655572480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6451560.0,9982759936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9296660480.0,,2110429568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6265829376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560383424.0,,,,,,,,,,,,,,,256142016.0,,,,,,,,,,33205506048.0,,13725853696.0,10270577664.0,,,,,,,,,,,,,,,,,,,,2692658176.0,,,,,,,,,,,,-12609272.0,,,,,,,,,,,,,,,,,,,,,,,,,2967932672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2708491776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45840180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16693786624.0,,16511718400.0,9873820672.0,,,,,,,,,,40891314176.0,598663296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34852081664.0,,,,,0.0,16511718400.0,33205506048.0
[000590],CS홀딩스,유가증권시장상장법인,649.0,기타 금융업,12.0,2019-12-31,사업보고서,,,194780332032.0,102833356800.0,,,,,2543711744.0,18285934592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397092.0,28260704256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42241110016.0,,,,,,,,,,,,,,,,615111296.0,,,,,,119511187456.0,,1363794048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40379637760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749717312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48097079296.0,,,,,,26244413440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596640000.0,,,,,,,,,,,,,,,,,,,,,,35171644.0,,44731548.0,314291519488.0,,19134828544.0,7421774848.0,7251171328.0,,,,,,,,,,,,,,,,,,,2031282048.0,,,,,,,,,352079904.0,,,1750267392.0,,,,,,,,,,,,,,,,,,,,,,,328252000.0,,9003971584.0,671000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94132848.0,,,,,,,,,,,,,,,,,,,,,,1105686144.0,,,,,7133152768.0,,,28138799104.0,,225798373376.0,5772409856.0,,,,43447345152.0,,,,,,,246121056.0,,,,,,,,,,-1787911424.0,,,,,,,,,,,,,,,,,,,,178120409088.0,,,,,60354334720.0,286152720384.0,314291519488.0
[012030],DB,유가증권시장상장법인,620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12.0,2019-12-31,사업보고서,,,83915481088.0,24369948672.0,,,,,35550953472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425482176.0,,,,,0.0,7259676672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8304262144.0,,,,,,,,,,,,,,,,8005158400.0,,,,,,279242637312.0,,3455583744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060705792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11575113728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84273930240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11855164416.0,0.0,155713028096.0,,,,,,,,,,,,,,,,,,,,10309132288.0,,,363158142976.0,,59208482816.0,16648344576.0,,2409294080.0,,,,,,,,,,,,,,,,,,3768881408.0,,,10000000000.0,,,,,,,,,2666545920.0,7582817280.0,,,,,,,,,,,,,,,,,,,,,,16132600832.0,,92958441472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64418381824.0,,,,,,,,,,,,,,,,,,,,,,,,,12123035648.0,,,,,,,,,,,,,,,,,,,,,12578185216.0,,,,3497999872.0,340837248.0,,152166924288.0,,210991202304.0,100586962944.0,,,113154908160.0,,,,,,,,-50861920256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48111251456.0,,,,,0.0,210991202304.0,363158142976.0
[000990],DB하이텍,유가증권시장상장법인,261.0,반도체 제조업,12.0,2019-12-31,사업보고서,,,426263412736.0,84776804352.0,,,,37609951232.0,17610268672.0,102020669440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91625783296.0,,,,,,51837841408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33896966144.0,,,,,,,,,,,,,,,,6885134336.0,,,,,,662626369536.0,86039368.0,1369251584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616573829120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23416825856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377936448.0,0.0,7739271168.0,,,,,,,,,,,,,,3665355264.0,,,,,,8157272064.0,,1240637440.0,1088889815040.0,,219715551232.0,59292200960.0,30645243904.0,,,,,,,,,,,,,,,,,,,30550405120.0,29739094016.0,,,,,,,,,,,24269905920.0,4442361856.0,,,,,,,,,5404113408.0,,,,,,,,,,,,,35372232704.0,,224523517952.0,2876092928.0,,,,,,,,,,,,,,,,,,,,,,,,,,179746291712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11328080896.0,,,,,,,,800500608.0,,,,,,,,,,,,29772554240.0,,,,,,,,444239085568.0,,644650762240.0,222555832320.0,221992943616.0,562894976.0,,127328272384.0,,,,,,,-80876920832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375643537408.0,,,,,0.0,644650762240.0,1088889815040.0
