회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,항목코드,재무상태표 [abstract],자산 [abstract],유동자산,현금및현금성자산,현금,현금성자산,정부보조금,단기금융상품,매출채권 및 기타유동채권,매출채권,대손충당금,단기금융리스채권,대손충당금,단기이연대출부대수익,대손충당금,단기미수금,대손충당금,공사미수금,대손충당금,분양미수금,대손충당금,대행미수금,대손충당금,단기미수수익,대손충당금,단기보증금자산,대손충당금,단기선급금,대손충당금,부가가치세대급금,단기선급비용,대손충당금,단기선급공사원가,대손충당금,단기임차보증금,대손충당금,단기공사유보금,유동회생채권,단기미청구공사,대손충당금,유동계약자산,단기대여금,대손충당금,당기법인세자산,재고자산,원재료,평가충당금,시험재료,평가충당금,상품,평가충당금,소모품,평가충당금,재공품,평가충당금,제품,평가충당금,반제품,평가충당금,저장품,평가충당금,미착품,평가충당금,부산물,평가충당금,완성주택,평가충당금,용지,평가충당금,기타재고,평가충당금,기타유동금융자산,유동매도가능금융자산,유동 기타포괄손익-공정가치 측정 금융자산,유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,유동만기보유금융자산,유동 상각후원가 측정 금융자산,유동단기매매금융자산,유동 당기손익-공정가치 의무 측정 금융자산,유동당기손익인식지정금융자산,유동 당기손익-공정가치 측정 지정 금융자산,유동파생상품자산,유동확정계약자산,유동생물자산,정부보조금,감가상각누계액,손상차손누계액,기타유동자산,유동배출권,정부보조금,손상차손누계액,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 유동 비현금담보물,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,비유동자산,장기금융상품,장기매출채권 및 기타비유동채권,장기매출채권,현재가치할인차금,대손충당금,장기금융리스채권,현재가치할인차금,대손충당금,장기이연대출부대손익,현재가치할인차금,대손충당금,장기미수금,현재가치할인차금,대손충당금,장기공사미수금,현재가치할인차금,대손충당금,장기분양미수금,현재가치할인차금,대손충당금,장기대행미수금,현재가치할인차금,대손충당금,장기미수수익,현재가치할인차금,대손충당금,장기보증금자산,현재가치할인차금,대손충당금,장기선급금,현재가치할인차금,대손충당금,장기선급비용,현재가치할인차금,대손충당금,장기대여금,현재가치할인차금,대손충당금,장기임차보증금,현재가치할인차금,대손충당금,장기미청구공사,현재가치할인차금,대손충당금,비유동계약자산,장기공사유보금,현재가치할인차금,대손충당금,비유동회생채권,유형자산,토지,정부보조금,손상차손누계액,건물,정부보조금,감가상각누계액,손상차손누계액,건물부대설비,정부보조금,감가상각누계액,손상차손누계액,시설물,정부보조금,감가상각누계액,손상차손누계액,구축물,정부보조금,감가상각누계액,손상차손누계액,기계장치,정부보조금,감가상각누계액,손상차손누계액,차량운반구,정부보조금,감가상각누계액,손상차손누계액,공급설비,정부보조금,감가상각누계액,손상차손누계액,전산장비/전산설비,정부보조금,감가상각누계액,손상차손누계액,공구와기구,정부보조금,감가상각누계액,손상차손누계액,금융리스자산,정부보조금,감가상각누계액,손상차손누계액,사용권자산,임차구축물,정부보조금,감가상각누계액,손상차손누계액,집기,정부보조금,감가상각누계액,손상차손누계액,사무용비품,정부보조금,감가상각누계액,손상차손누계액,유형탐사평가자산,정부보조금,감가상각누계액,손상차손누계액,건설중인자산,정부보조금,손상차손누계액,렌탈자산,정부보조금,감가상각누계액,손상차손누계액,선박,정부보조금,감가상각누계액,손상차손누계액,기타유형자산,정부보조금,감가상각누계액,손상차손누계액,투자부동산,정부보조금,감가상각누계액,손상차손누계액,영업권,손상차손누계액,영업권 이외의 무형자산,브랜드명,정부보조금,감가상각누계액,손상차손누계액,무형탐사평가자산,정부보조금,감가상각누계액,손상차손누계액,제호와 출판표제,정부보조금,감가상각누계액,손상차손누계액,컴퓨터소프트웨어,정부보조금,감가상각누계액,손상차손누계액,라이선스와 프랜차이즈,정부보조금,감가상각누계액,손상차손누계액,"저작권, 특허권, 기타 산업재산권, 용역운영권",정부보조금,감가상각누계액,손상차손누계액,"조리법, 공식, 모형, 설계 및 시제품",정부보조금,감가상각누계액,손상차손누계액,실용신안권,정부보조금,감가상각누계액,손상차손누계액,전신전화가입권,정부보조금,감가상각누계액,손상차손누계액,완성프로그램,정부보조금,감가상각누계액,손상차손누계액,미완성프로그램,정부보조금,감가상각누계액,손상차손누계액,사용수익기부자산,정부보조금,감가상각누계액,손상차손누계액,전산자동화개발,정부보조금,감가상각누계액,손상차손누계액,차지권,정부보조금,감가상각누계액,손상차손누계액,채굴권,정부보조금,감가상각누계액,손상차손누계액,토지사용권,정부보조금,감가상각누계액,손상차손누계액,개발 중인 무형자산,정부보조금,손상차손누계액,비유동배출권,정부보조금,손상차손누계액,기타무형자산,정부보조금,감가상각누계액,손상차손누계액,기타비유동금융자산,비유동매도가능금융자산,비유동 기타포괄손익-공정가치 측정 금융자산,비유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,비유동만기보유금융자산,비유동 상각후원가 측정 금융자산,비유동당기손익인식금융자산,비유동 당기손익-공정가치 측정 지정 금융자산,비유동 당기손익-공정가치 의무 측정 금융자산,비유동확정계약자산,비유동파생상품자산,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",종속기업에 대한 투자자산,조인트벤처에 대한 투자자산,관계기업에 대한 투자자산,지분법적용 투자지분,비유동생물자산,정부보조금,감가상각누계액,손상차손누계액,이연법인세자산,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,기타비유동자산,자산총계,부채 [abstract],유동부채,매입채무 및 기타유동채무,단기매입채무,단기초과청구공사,유동계약부채,단기미지급금,미지급배당금,단기미지급비용,단기임대보증금,단기기타보증금,단기예수금,추심예수금,부가가치세예수금,단기예수보증금,단기선수금,공사선수금,분양선수금,투자선수금,단기이연수익,단기선수수익,단기선수임대료,단기차입금,유동성장기차입금,유동성장기미지급금,유동성사채,유동성전환사채,유동성신주인수권부사채,유동성전환상환우선주부채,유동성교환사채,유동성금융리스부채,유동리스부채,유동회생채무,미지급법인세,당기법인세부채,기타유동금융부채,유동단기매매금융부채,유동 단기매매정의 충족 금융부채,유동당기손익인식지정금융부채,유동 당기손익-공정가치 측정 지정 금융부채,유동 상각후원가 측정 금융부채,유동금융보증부채,유동파생상품부채,유동확정계약부채,유동충당부채,유동종업원급여충당부채,유동판매보증충당부채,유동하자보수충당부채,유동반품충당부채,유동공사손실충당부채,단기제품보증충당부채,단기구조조정충당부채,단기법적소송충당부채,단기손실부담계약충당부채,"단기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타단기충당부채,매각예정으로 분류된 처분자산집단에 포함된 부채,기타유동부채,유동배출부채,비유동부채,장기매입채무 및 기타비유동채무,장기매입채무,현재가치할인차금,장기초과청구공사,비유동계약부채,장기미지급금,현재가치할인차금,장기미지급비용,현재가치할인차금,장기임대보증금,현재가치할인차금,장기기타보증금,현재가치할인차금,장기예수금,현재가치할인차금,장기예수보증금,현재가치할인차금,장기선수금,현재가치할인차금,장기공사선수금,현재가치할인차금,장기이연수익,현재가치할인차금,장기선수수익,장기선수임대료,현재가치할인차금,장기차입금,현재가치할인차금,사채,사채상환할증금,사채할인발행차금,사채할증발행차금,전환사채,전환사채상환할증금,전환사채전환권조정,전환사채할인발행차금,전환사채할증발행차금,신주인수권부사채,신주인수권부사채상환할증금,신주인수권부사채할인발행차금,신주인수권부사채할증발행차금,전환상환우선주부채,전환상환우선주부채상환할증금,전환상환우선주부채할인발행차금,전환상환우선주부채할증발행차금,교환사채,교환사채상환할증금,교환사채전환권조정,교환사채할인발행차금,교환사채할증발행차금,비유동금융리스부채,비유동리스부채,비유동회생채무,기타비유동금융부채,비유동당기손익인식금융부채,비유동 단기매매정의 충족 금융부채,비유동 당기손익-공정가치 측정 지정 금융부채,비유동 상각후원가 측정 금융부채,비유동금융보증부채,비유동파생상품부채,비유동확정계약부채,비유동충당부채,비유동종업원급여충당부채,비유동반품충당부채,비유동하자보수충당부채,비유동판매보증충당부채,비유동공사손실충당부채,장기제품보증충당부채,장기구조조정충당부채,장기법적소송충당부채,장기손실부담계약충당부채,"장기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타장기충당부채,퇴직급여부채,확정급여채무의현재가치,사외적립자산의공정가치,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,이연법인세부채,기타비유동부채,비유동배출부채,부채총계,자본 [abstract],지배기업의 소유주에게 귀속되는 자본,자본금,보통주자본금,우선주자본금,자본잉여금,주식발행초과금,감자차익,자기주식처분이익,전환권대가,신주인수권대가,교환권대가,기타자본잉여금,기타자본구성요소,신주청약증거금,주식할인발행차금,자기주식,감자차손,자기주식처분손실,주식선택권,미가득주식,출자전환채무,기타자본조정,기타포괄손익누계액,재평가잉여금,확정급여제도의 재측정손익,매도가능금융자산평가이익,매도가능금융자산평가손실,기타포괄손익-공정가치 측정 금융자산 평가이익 적립금,기타포괄손익-공정가치 측정 금융자산 평가손실 적립금,지분상품투자에 대한 위험회피수단 평가이익 적립금,지분상품투자에 대한 위험회피수단 평가손실 적립금,옵션의 시간가치 변동 적립금,선도계약의 선도요소 가치 변동 적립금,외화베이시스스프레드 변동 적립금,지분상품투자 평가이익 적립금,지분상품투자 평가손실 적립금,신용위험 변동에 의한 금융부채 공정가치 변동 적립금,해외사업환산이익,해외사업환산손실,현금흐름위험회피파생상품평가이익,현금흐름위험회피파생상품평가손실,지분법기타포괄손익변동,이익잉여금(결손금),이익준비금,기타법정적립금,임의적립금,미처분이익잉여금(미처리결손금),비지배지분,자본총계,자본과부채총계
[056000],신스타임즈,코스닥시장상장법인,582.0,소프트웨어 개발 및 공급업,12.0,2019-12-31,사업보고서,,,18675445760.0,5724514816.0,,,,9555187712.0,1586997760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667064320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141680960.0,,,,,,2485612032.0,,612036544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871904896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21161056256.0,,2907916032.0,1308743552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599172480.0,,880950784.0,28335524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852615296.0,,3788866816.0,,17372190720.0,7068299776.0,,,13324626944.0,,,,,,,,-385069696.0,,,,,,,,,-385069696.0,,,,,,,,,,,,,,,,,,,,,-2635667456.0,,,,,,17372190720.0,21161056256.0
[002800],신신제약,코스닥시장상장법인,212.0,의약품 제조업,12.0,2019-12-31,사업보고서,,,44589125632.0,1129921920.0,,,,280000000.0,29840850944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12965630976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372721856.0,,,,,,84648697856.0,28570088.0,123253664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79851356160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367822048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565915392.0,,,,,,585554560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44767660.0,,,129237819392.0,,34782035968.0,11145686016.0,,,,,,,,,,,,,,,,,,,,20185677824.0,,,,,,,,,,,,0.0,,,,,,,,,,2568293120.0,,,,,,,,,,,,,735839424.0,,38084923392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33310240768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,427732416.0,,,,,,,,,,,,,,,,,,,,158564832.0,,,,,1046075712.0,3142308352.0,,72866955264.0,,56363061248.0,7585249792.0,,,,,,,,,,,14450419712.0,,,,,,,,,,-14788520.0,,,,,,,,,,,,,,,,,,,,34342180864.0,,,,,7797921.0,56370860032.0,129237819392.0
[005800],신영와코루,유가증권시장상장법인,141.0,봉제의복 제조업,12.0,2019-12-31,사업보고서,,,147281690624.0,29466376192.0,,,,,,11676272640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53431099392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51284996096.0,,,,,,,,,,,,,,,,617709888.0,,,,,,191669108736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41767108608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86060466176.0,,,,,,5925646336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4051746816.0,22267461632.0,,,,,,,,,,,,,,,,30571925504.0,,,,,537817344.0,,486930080.0,338950782976.0,,18292183040.0,5418454528.0,,,,,,,,,,,,,,,,,,,,303337216.0,,,,,,,,,,,,469335680.0,11894353920.0,,,,,,,,,,,,,,,,,,,,,,206701024.0,,11304061952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222958848.0,,,,,,,,2558873600.0,,,,,,,,,,,,333215776.0,,,,,4189014016.0,,,29596246016.0,,309354528768.0,4499999744.0,,,51608535040.0,,,,,,,,,,,,,,,,,,2170087936.0,,,,,,,,,,,,,,,,,,,,251075919872.0,,,,,0.0,309354528768.0,338950782976.0
[009270],신원,유가증권시장상장법인,141.0,봉제의복 제조업,12.0,2019-12-31,사업보고서,,,272607772672.0,14859697152.0,,,,4558000128.0,63490834432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282312736.0,178681593856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000581120.0,,,,,0.0,130833309696.0,1017498304.0,3061643520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103847919616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17480382464.0,,,,,,3072329984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484000000.0,,,,,,,,,,,,,0.0,,,,,,,,,1569638016.0,,299896640.0,403441090560.0,,139135877120.0,55875067904.0,,,,,,,,,,,,,,,,,,,,72918802432.0,700000000.0,,0.0,,,,,,,,,40158528.0,,,,,,,,,,,,,,,,,,,,,,,9601857536.0,,62717562880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26499999744.0,,9983569920.0,,,,,,,,,,,,,,,,,,,,,,,,,9734654.0,,,,,,,,,,,,,,,,,,,,22657437696.0,,,,,209308240.0,3357510912.0,,201853435904.0,,202002497536.0,42566619136.0,,,47098769408.0,,,,,,,,-9983344640.0,,,,,,,,,,2440316160.0,,,,,,,,,,,,,,,,,,,,119880138752.0,,,,,-414866656.0,201587638272.0,403441090560.0
[017000],신원종합개발,코스닥시장상장법인,411.0,건물 건설업,12.0,2019-12-31,사업보고서,,,151900143616.0,22157025280.0,,,,16000000.0,95822979072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31052898304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2851240960.0,,,,,,39674634240.0,513121504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510277120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719060288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404850048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,5872937472.0,,,,,,,,,,,,,2344798208.0,,,,,,,,15483061248.0,,3924864256.0,191574786048.0,,76571369472.0,34680410112.0,,8771099648.0,,,,,,,,,,,,,,,,,,9382950912.0,7099259904.0,,10000000000.0,4935474688.0,,,,,388754496.0,,,,75070000.0,,,,,,,,,,,,,,,,,,,,,,1238349696.0,,28949106688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,529375552.0,,9359331328.0,,,,11585424384.0,,,,,,,,,,,,,,,,,,,313410080.0,,477801984.0,,,,,375836128.0,,,1726872064.0,,,,,,,,,,,,3218255360.0,,,,,,1362800000.0,,105520472064.0,,87078903808.0,52989616128.0,,,4000.0,,,,,,,,-1432198144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35521486848.0,,,,,-1024601152.0,86054305792.0,191574786048.0
[138070],신진에스엠,코스닥시장상장법인,259.0,기타 금속 가공제품 제조업,12.0,2019-12-31,사업보고서,,,61110800384.0,9741556736.0,,,,13655621632.0,13019780096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24226445312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,467398816.0,,,,,,,,,,,,,,,,,,,,,,58041507840.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55098789888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568357248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280498304.0,,,,,,,,,,,,,,,,,,,,,,142034208.0,,,119152312320.0,,26612869120.0,5946959360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51893232.0,20111257600.0,,,,,,,,,,,,,,,,,,,,,,502758752.0,,18354284544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16199999488.0,,,,,,,,,,,,,,,,,,,,1722572928.0,,,,,0.0,431712000.0,,44967153664.0,,71117144064.0,4486091264.0,,,13520720896.0,,,,,,,,-1775714688.0,,,,,,,,,,-584601792.0,,,,,,,,,,,,,,,,,,,,55470653440.0,,,,,3068008704.0,74185154560.0,119152312320.0
[019170],신풍제약,유가증권시장상장법인,212.0,의약품 제조업,12.0,2019-12-31,사업보고서,,,219729608704.0,23374206976.0,,,,25126051840.0,99893977088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61671408.0,49025536000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2577946624.0,,,,,17499484160.0,,,,,,,,,,,2170731520.0,,,,,,160922173440.0,1392115968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130942361600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8914283520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803649536.0,,2610023680.0,,,2522656512.0,,,,,,,,6116234240.0,,,,,,,,,6620849152.0,,,380651798528.0,,133953363968.0,18373183488.0,,,,,,,,,,,,,,,,,,,,98506686464.0,,,,,,,,,,,,74300640.0,11162954752.0,,,,,,,,,,,,,,,,,,,,,,5836231680.0,,37032120320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7550000128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1557373824.0,,,,,,,,,806794880.0,,,,,,,,,,,27117950976.0,,,,,,,,170985472000.0,,208721739776.0,27592495104.0,,,,,,,,,,,46087053312.0,,,,,,,,,,-11958400000.0,,,,,,,,,,,,,,,,,,,,147000590336.0,,,,,944574080.0,209666310144.0,380651798528.0
[002870],신풍제지,유가증권시장상장법인,171.0,"펄프, 종이 및 판지 제조업",12.0,2019-12-31,사업보고서,,,113965129728.0,29356408832.0,,,,,28915673088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18294400.0,11164751872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15285227520.0,6233333760.0,,,,,,,,,,,,,,,329710112.0,,,,,,71680786432.0,,1229137024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21482059776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057883648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5492208640.0,29679560704.0,,,,,,,,,,,,,,,,,,,,,12616438784.0,,123500000.0,185645907968.0,,114363473920.0,13631214592.0,,,,,,,,,,,,,,,,,,,,2944668160.0,574000000.0,,,,,,,,620388224.0,,,3070742016.0,,,,,,,,,,,,,,,,,,,,,,,93522460672.0,,2384594176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,802273600.0,,,,,,,,,,,,,,,,,,,,,,,,,426117888.0,,,,,,,,,,,,,,,,,,,,,,1126359296.0,,,,,,29843218.0,,116748066816.0,,69260001280.0,17479350272.0,,,-8513617408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60294270976.0,,,,,-362153376.0,68897849344.0,185645907968.0
[005450],신한,유가증권시장상장법인,411.0,건물 건설업,12.0,2019-12-31,사업보고서,,,31403823104.0,1200461824.0,,,,4370757120.0,,479148608.0,,,,,,344526496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,211840.0,24624486400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384231648.0,,,,,,81355866112.0,4500000.0,,46366351360.0,,,,,,,,,2512635392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6721830400.0,,,,,,,,662242688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8196550656.0,,,,,,6175683072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8719938560.0,,,,,,,,,,,,,,,,0.0,,1996130944.0,112759685120.0,,75977629696.0,,11828768768.0,,16783604736.0,19631327232.0,,,,,,,,,,,,,,,,7731270656.0,46507640.0,,2240000000.0,,,,,,,,,1598691456.0,,,,,,,,,,,,,,,,,,,,,5048731136.0,,11068725248.0,,10755188736.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1185164288.0,,2300000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193382880.0,,,,,,,,,503394688.0,,,,,0.0,6573246976.0,,86732816384.0,,32469225472.0,35114196992.0,,,18887503872.0,,,,,,,,,,,,,,,,,7285987840.0,2299280896.0,,,,,,,,,,,,,,,,,,,,-31117740032.0,,,,,-6442352640.0,26026872832.0,112759685120.0
[293940],신한알파리츠,유가증권시장상장법인,681.0,부동산 임대 및 공급업,3.0,2019-03-31,사업보고서,,,23250030592.0,1823551872.0,,,,20082982912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9851110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,160267472.0,,,,,,,,,,,,,,,,1173376896.0,,,,,,719828942848.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717640171520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,2188008448.0,743078952960.0,,8377961472.0,,,,,,,,999531328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304655488.0,,450978873344.0,,,,,,,,,,,,,,,,,,,,,,,,2727637760.0,,,432067477504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459356831744.0,,283722121216.0,51630120960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5902954496.0,,,,,,283722121216.0,743078952960.0
[056700],신화인터텍,코스닥시장상장법인,222.0,플라스틱제품 제조업,12.0,2019-12-31,사업보고서,,,71096754176.0,7451143680.0,,,,,25646245888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316915328.0,23923689472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2920850176.0,,,,,,,,,,,,,,,,3787905536.0,,,,,7049999872.0,113031274496.0,,1928430976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100052254720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160959104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3082544128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200949664.0,,,,,,,,,,,,,,,,,,,,,,6606135808.0,,,184128028672.0,,82762743808.0,28866070528.0,,,,,,,,,,,,,,,,,,,,50446712832.0,0.0,,,,,,,,,,,754757632.0,725347328.0,,,,,,,,,569819584.0,,,,,,,,,,,,,1400033920.0,,4777742336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,340702528.0,,,,,,,,,,,,,,,,,,,,4437040128.0,,,,,0.0,0.0,,87540482048.0,,96587546624.0,14567545856.0,,,68836835328.0,,,,,,,,28142176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13155020800.0,,,,,0.0,96587546624.0,184128028672.0
