종목코드,회사명,업종,업종명,결산기준일,보고서종류,자산총계,유동자산,비유동자산,부채총계,유동부채,비유동부채,자본총계,이익잉여금(결손금),자본총계per자산총계,부채총계per자산총계,cluster
[031430],신세계인터내셔날,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",2017-12-31,사업보고서,950856581120.0,368331915264.0,582524665856.0,454668550144.0,303500787712.0,151167778816.0,496188030976.0,337272242176.0,0.5218326725903789,0.4781673274096211,5
[031430],신세계인터내셔날,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",2018-12-31,사업보고서,982473506816.0,403700416512.0,578773123072.0,437637578752.0,246154346496.0,191483232256.0,544835960832.0,388883185664.0,0.5545553717755752,0.4454446615769781,5
[031430],신세계인터내셔날,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",2019-03-31,1분기보고서,1094519619584.0,410986577920.0,683533008896.0,543775031296.0,246405038080.0,297369993216.0,550744555520.0,394652418048.0,0.5031838129400773,0.4968161571216746,5
[031430],신세계인터내셔날,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",2019-06-30,반기보고서,1092342448128.0,427857412096.0,664485036032.0,531301498880.0,229624119296.0,301677379584.0,561040916480.0,405276491776.0,0.5136126655532639,0.4863873044488173,5
[031430],신세계인터내셔날,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",2019-09-30,3분기보고서,1144914051072.0,462264041472.0,682649976832.0,561671045120.0,334772830208.0,226898198528.0,583243071488.0,427343413248.0,0.5094208346398587,0.4905792226011194,5
[031430],신세계인터내셔날,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",2019-12-31,사업보고서,1128879489024.0,436317487104.0,692562100224.0,529582129152.0,292334895104.0,237247250432.0,599297425408.0,443352154112.0,0.5308781240468254,0.4691219340072013,5
[031430],신세계인터내셔날,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",2020-03-31,1분기보고서,1133811728384.0,435531448320.0,698280312832.0,537863782400.0,353328103424.0,184535678976.0,595948011520.0,440136597504.0,0.5256146118451193,0.4743854459563643,5
[031440],신세계푸드,561.0,음식점업,2017-12-31,사업보고서,595365658624.0,226070790144.0,369294868480.0,280302059520.0,263446020096.0,16856059904.0,315063599104.0,227421683712.0,0.5291934369076143,0.4708065630923857,5
[031440],신세계푸드,561.0,음식점업,2018-12-31,사업보고서,624958701568.0,214537076736.0,410421624832.0,308053508096.0,186666745856.0,121386762240.0,316905160704.0,229250236416.0,0.5070817638171863,0.4929181837505491,5
[031440],신세계푸드,561.0,음식점업,2019-03-31,1분기보고서,700821536768.0,238859124736.0,461962412032.0,386668331008.0,226249031680.0,160419282944.0,314153205760.0,226498428928.0,0.44826420033949005,0.55173579966051,5
[031440],신세계푸드,561.0,음식점업,2019-06-30,반기보고서,728040275968.0,259347251200.0,468692992000.0,410556497920.0,249931825152.0,160624656384.0,317483745280.0,230176096256.0,0.4360799199712882,0.5639200350202128,0
[031440],신세계푸드,561.0,음식점업,2019-09-30,3분기보고서,733356883968.0,271409692672.0,461947174912.0,411132198912.0,247232053248.0,163900145664.0,322224652288.0,234414030848.0,0.43938314254926975,0.5606168127685288,0
[031440],신세계푸드,561.0,음식점업,2019-12-31,사업보고서,733262643200.0,283897462784.0,449365147648.0,418161655808.0,260520247296.0,157641408512.0,315100954624.0,227765698560.0,0.4297245435126512,0.5702754117994048,0
[031440],신세계푸드,561.0,음식점업,2020-03-31,1분기보고서,783758589952.0,331139743744.0,452618878976.0,475093925888.0,312506515456.0,162587426816.0,308664696832.0,220666789888.0,0.39382623780991494,0.6061738039988772,0
[006880],신송홀딩스,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,2017-12-31,사업보고서,259752624128.0,83168239616.0,176584376320.0,120600403968.0,77424082944.0,43176321024.0,139152211968.0,54486429696.0,0.5357105147065966,0.4642894537557047,5
[006880],신송홀딩스,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,2018-12-31,사업보고서,205261963264.0,39367102464.0,165894864896.0,80206987264.0,35917709312.0,44289282048.0,125054976000.0,39975993344.0,0.6092457365769182,0.3907542634230817,1
[006880],신송홀딩스,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,2019-03-31,1분기보고서,244048658432.0,77766983680.0,166281674752.0,118731333632.0,74771521536.0,43959816192.0,125317324800.0,40364580864.0,0.5134931927311436,0.4865068072688564,5
[006880],신송홀딩스,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,2019-06-30,반기보고서,238329577472.0,70545711104.0,167783874560.0,113756241920.0,69107892224.0,44648345600.0,124573343744.0,39726919680.0,0.5226935954209687,0.4773064389516009,5
[006880],신송홀딩스,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,2019-09-30,3분기보고서,208607887360.0,41213267968.0,167394623488.0,85390884864.0,40327630848.0,45063249920.0,123217002496.0,38721376256.0,0.5906632009716931,0.4093367990283069,1
[006880],신송홀딩스,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,2019-12-31,사업보고서,199873921024.0,65751388160.0,134122536960.0,109231562752.0,64239964160.0,44991602688.0,90642358272.0,5579740160.0,0.4534976739717637,0.5465023260282363,5
[006880],신송홀딩스,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,2020-03-31,1분기보고서,183815077888.0,49318694912.0,134496387072.0,94089109504.0,49254084608.0,44835024896.0,89725976576.0,8016709120.0,0.4881317550602174,0.5118682895063116,5
[056000],신스타임즈,582.0,소프트웨어 개발 및 공급업,2017-12-31,사업보고서,22125522944.0,19500064768.0,2625458176.0,2411624960.0,2377581568.0,34043400.0,19713896448.0,329245280.0,0.8910025086365706,0.10899742194134147,7
[056000],신스타임즈,582.0,소프트웨어 개발 및 공급업,2018-12-31,사업보고서,22337355776.0,20281729024.0,2055625856.0,2120139392.0,2076129536.0,44009960.0,20217217024.0,732079232.0,0.9050855090790134,0.09491451957254264,7
[056000],신스타임즈,582.0,소프트웨어 개발 및 공급업,2019-03-31,1분기보고서,23367997440.0,21347100672.0,2020897664.0,3091397376.0,3047387392.0,44009960.0,20276600832.0,772742464.0,0.8677081073832915,0.13229192548216914,7
[056000],신스타임즈,582.0,소프트웨어 개발 및 공급업,2019-06-30,반기보고서,23669082112.0,19840389120.0,3828693504.0,4073723904.0,2843381248.0,1230342528.0,19595358208.0,,0.8278883868532164,0.1721116131467836,7
[056000],신스타임즈,582.0,소프트웨어 개발 및 공급업,2019-09-30,3분기보고서,23208024064.0,19609270272.0,3598754048.0,4013153280.0,2961841664.0,1051311616.0,19194871808.0,-308986144.0,0.8270791065653387,0.1729209375573319,7
[056000],신스타임즈,582.0,소프트웨어 개발 및 공급업,2019-12-31,사업보고서,21161056256.0,18675445760.0,2485612032.0,3788866816.0,2907916032.0,880950784.0,17372190720.0,-2635667456.0,0.8209510201114981,0.17904904037697578,2
[002800],신신제약,212.0,의약품 제조업,2017-12-31,사업보고서,78854701056.0,41460305920.0,37394395136.0,26541359104.0,17836865536.0,8704492544.0,52313341952.0,30111035392.0,0.6634143716409349,0.3365856283590652,1
[002800],신신제약,212.0,의약품 제조업,2018-12-31,사업보고서,107919654912.0,44805689344.0,63113961472.0,53265006592.0,30722985984.0,22542022656.0,54654644224.0,32527863808.0,0.5064382782595679,0.4935616837862707,5
[002800],신신제약,212.0,의약품 제조업,2019-03-31,1분기보고서,118031597568.0,45860544512.0,72171053056.0,63064227840.0,25294811136.0,37769416704.0,54967369728.0,32880504832.0,0.4657004637790518,0.5342995362209482,5
[002800],신신제약,212.0,의약품 제조업,2019-06-30,반기보고서,126189240320.0,48700067840.0,77489168384.0,70483935232.0,30996830208.0,39487102976.0,55705305088.0,33617139712.0,0.4414425900872243,0.5585574099127757,5
[002800],신신제약,212.0,의약품 제조업,2019-09-30,3분기보고서,129555898368.0,47803674624.0,81752227840.0,73173893120.0,31187728384.0,41986162688.0,56382009344.0,34332397568.0,0.4351944608793375,0.5648055707363593,0
[002800],신신제약,212.0,의약품 제조업,2019-12-31,사업보고서,129237819392.0,44589125632.0,84648697856.0,72866955264.0,34782035968.0,38084923392.0,56370860032.0,34342180864.0,0.4361792878988288,0.5638206804076622,0
[002800],신신제약,212.0,의약품 제조업,2020-03-31,1분기보고서,133629444096.0,43783065600.0,89846374400.0,76960301056.0,38721556480.0,38238740480.0,56669143040.0,34711842816.0,0.4240767700813649,0.5759232299186351,0
[005800],신영와코루,141.0,봉제의복 제조업,2017-12-31,사업보고서,331622252544.0,147635748864.0,183986487296.0,26839066624.0,16963690496.0,9875376128.0,304783163392.0,248899551232.0,0.9190672853039652,0.08093264676331985,7
[005800],신영와코루,141.0,봉제의복 제조업,2018-12-31,사업보고서,335722119168.0,148018561024.0,187703558144.0,27410046976.0,16644777984.0,10765268992.0,308312047616.0,249894338560.0,0.9183548834377409,0.08164504335886083,7
[005800],신영와코루,141.0,봉제의복 제조업,2019-03-31,1분기보고서,338216648704.0,145625268224.0,192591380480.0,30409025536.0,19397382144.0,11011644416.0,307807617024.0,249284657152.0,0.9100900804365388,0.08990990139759007,7
[005800],신영와코루,141.0,봉제의복 제조업,2019-06-30,반기보고서,339065438208.0,145901207552.0,193164247040.0,30400888832.0,17596768256.0,12804120576.0,308664565760.0,249891028992.0,0.910339217678239,0.08966083064281694,7
[005800],신영와코루,141.0,봉제의복 제조업,2019-09-30,3분기보고서,342664937472.0,150085976064.0,192578961408.0,32665339904.0,19273289728.0,13392051200.0,309999599616.0,251417870336.0,0.9046726575033106,0.09532734847337324,7
[005800],신영와코루,141.0,봉제의복 제조업,2019-12-31,사업보고서,338950782976.0,147281690624.0,191669108736.0,29596246016.0,18292183040.0,11304061952.0,309354528768.0,251075919872.0,0.9126827383369828,0.08731723749431672,7
[005800],신영와코루,141.0,봉제의복 제조업,2020-03-31,1분기보고서,337176723456.0,146626396160.0,190550327296.0,27938480128.0,18128121856.0,9810357248.0,309238235136.0,251380924416.0,0.9171399258120916,0.08286004989204375,7
[009270],신원,141.0,봉제의복 제조업,2017-12-31,사업보고서,421611569152.0,269773193216.0,151838392320.0,252465266688.0,174484193280.0,77981073408.0,169146318848.0,125116284928.0,0.4011899369559737,0.5988101019044401,0
[009270],신원,141.0,봉제의복 제조업,2018-12-31,사업보고서,412251488256.0,273816551424.0,138434936832.0,229307269120.0,203120066560.0,26187200512.0,182944219136.0,118169518080.0,0.4437684868281064,0.5562315131718936,5
[009270],신원,141.0,봉제의복 제조업,2019-03-31,1분기보고서,400833380352.0,257307803648.0,143525593088.0,210405212160.0,179223674880.0,31181537280.0,190428184576.0,118641623040.0,0.4750806542328676,0.5249193866419717,5
[009270],신원,141.0,봉제의복 제조업,2019-06-30,반기보고서,403239043072.0,261645254656.0,141593804800.0,210491899904.0,146653511680.0,63838384128.0,192747159552.0,118986227712.0,0.4779972645594841,0.5220027760715021,5
[009270],신원,141.0,봉제의복 제조업,2019-09-30,3분기보고서,403845513216.0,264639938560.0,139205558272.0,201743712256.0,136906022912.0,64837689344.0,202101800960.0,120550449152.0,0.5004433486225319,0.4995566513774681,5
[009270],신원,141.0,봉제의복 제조업,2019-12-31,사업보고서,403441090560.0,272607772672.0,130833309696.0,201853435904.0,139135877120.0,62717562880.0,201587638272.0,119880138752.0,0.4996705665062141,0.5003293928831481,5
[009270],신원,141.0,봉제의복 제조업,2020-03-31,1분기보고서,412790751232.0,283010433024.0,129780334592.0,215243472896.0,151985061888.0,63258398720.0,197547294720.0,119741997056.0,0.4785652152583546,0.5214348244324571,5
[017000],신원종합개발,411.0,건물 건설업,2017-12-31,사업보고서,153669517312.0,139922866176.0,13746658304.0,89383329792.0,60766830592.0,28616497152.0,64286195712.0,10295472128.0,0.4183405846292713,0.581659468679935,0
[017000],신원종합개발,411.0,건물 건설업,2018-12-31,사업보고서,186209091584.0,169600434176.0,16608661504.0,110781743104.0,81558355968.0,29223387136.0,75427348480.0,22092560384.0,0.4050680223955353,0.5949319776044647,0
[017000],신원종합개발,411.0,건물 건설업,2019-03-31,1분기보고서,196547641344.0,178672762880.0,17874882560.0,120319082496.0,92140544000.0,28178534400.0,76228567040.0,23058454528.0,0.387837607812265,0.6121624338671973,0
[017000],신원종합개발,411.0,건물 건설업,2019-06-30,반기보고서,191166332928.0,168735047680.0,22431281152.0,110392614912.0,82338750464.0,28053862400.0,80773709824.0,27800645632.0,0.4225310418776628,0.5774689152696033,0
[017000],신원종합개발,411.0,건물 건설업,2019-09-30,3분기보고서,196160176128.0,166201589760.0,29958586368.0,111492186112.0,90119798784.0,21372389376.0,84667981824.0,32835088384.0,0.4316267628591024,0.5683731953791081,0
[017000],신원종합개발,411.0,건물 건설업,2019-12-31,사업보고서,191574786048.0,151900143616.0,39674634240.0,105520472064.0,76571369472.0,28949106688.0,86054305792.0,35521486848.0,0.44919432022979616,0.5508056370088354,5
[017000],신원종합개발,411.0,건물 건설업,2020-03-31,1분기보고서,176051290112.0,130652889088.0,45398409216.0,89810436096.0,57102671872.0,32707762176.0,86240862208.0,35850788864.0,0.4898621427490559,0.5101379037828383,5
[138070],신진에스엠,259.0,기타 금속 가공제품 제조업,2017-12-31,사업보고서,98551324672.0,51218427904.0,47332896768.0,27821565952.0,26612322304.0,1209243392.0,70729760768.0,52355690496.0,0.7176946733430916,0.2823053474379584,2
[138070],신진에스엠,259.0,기타 금속 가공제품 제조업,2018-12-31,사업보고서,109810180096.0,47318700032.0,62491480064.0,37183684608.0,21024821248.0,16158863360.0,72626495488.0,54254772224.0,0.6613821726228598,0.3386178273771401,1
[138070],신진에스엠,259.0,기타 금속 가공제품 제조업,2019-03-31,1분기보고서,111257796608.0,49116999680.0,62140801024.0,38647169024.0,23558774784.0,15088393216.0,72610635776.0,54150500352.0,0.6526341343234809,0.34736593930731385,1
[138070],신진에스엠,259.0,기타 금속 가공제품 제조업,2019-06-30,반기보고서,112507486208.0,53213974528.0,59293511680.0,38340509696.0,22457298944.0,15883209728.0,74166976512.0,55519780864.0,0.6592181463807895,0.3407818536192105,1
[138070],신진에스엠,259.0,기타 금속 가공제품 제조업,2019-09-30,3분기보고서,114667724800.0,56073105408.0,58594623488.0,40022503424.0,22559549440.0,17462953984.0,74645225472.0,55829512192.0,0.6509697964461575,0.34903023927444315,1
[138070],신진에스엠,259.0,기타 금속 가공제품 제조업,2019-12-31,사업보고서,119152312320.0,61110800384.0,58041507840.0,44967153664.0,26612869120.0,18354284544.0,74185154560.0,55470653440.0,0.6226077624139221,0.3773922032099091,1
[138070],신진에스엠,259.0,기타 금속 가공제품 제조업,2020-03-31,1분기보고서,116943208448.0,59736420352.0,57206792192.0,45974687744.0,27488040960.0,18486648832.0,70968524800.0,55126511616.0,0.6068631581247994,0.39313687690074894,1
[019170],신풍제약,212.0,의약품 제조업,2017-12-31,사업보고서,390629916672.0,218828505088.0,171801427968.0,175500787712.0,139075960832.0,36424822784.0,215129128960.0,148218134528.0,0.5507236383552193,0.44927636164478063,5
[019170],신풍제약,212.0,의약품 제조업,2018-12-31,사업보고서,385129316352.0,228782227456.0,156347105280.0,173471105024.0,146170855424.0,27300249600.0,211658227712.0,147841318912.0,0.5495770348434054,0.4504230076981496,5
[019170],신풍제약,212.0,의약품 제조업,2019-03-31,1분기보고서,392884682752.0,233442426880.0,159442255872.0,179399737344.0,147678740480.0,31720996864.0,213484945408.0,148775534592.0,0.5433781330252515,0.4566218669747485,5
[019170],신풍제약,212.0,의약품 제조업,2019-06-30,반기보고서,395509530624.0,232793178112.0,162716352512.0,178688229376.0,147680837632.0,31007389696.0,216821317632.0,151211851776.0,0.5482075673117623,0.4517924741132824,5
[019170],신풍제약,212.0,의약품 제조업,2019-09-30,3분기보고서,390278742016.0,229531500544.0,160747257856.0,174567063552.0,140542017536.0,34025054208.0,215711694848.0,152043732992.0,0.5527118739128164,0.4472881680674357,5
[019170],신풍제약,212.0,의약품 제조업,2019-12-31,사업보고서,380651798528.0,219729608704.0,160922173440.0,170985472000.0,133953363968.0,37032120320.0,209666310144.0,147000590336.0,0.5508086680656452,0.4491912888923935,5
[019170],신풍제약,212.0,의약품 제조업,2020-03-31,1분기보고서,390237618176.0,233816702976.0,156420915200.0,178974064640.0,139046895616.0,39927169024.0,211263537152.0,148713144320.0,0.5413715318873195,0.4586284261280044,5
[002870],신풍제지,171.0,"펄프, 종이 및 판지 제조업",2017-12-31,사업보고서,153484820480.0,62784761856.0,90700054528.0,109377486848.0,102181560320.0,7195926016.0,44107329536.0,35090829312.0,0.28737258445533026,0.7126273888579916,4
[002870],신풍제지,171.0,"펄프, 종이 및 판지 제조업",2018-12-31,사업보고서,167283572736.0,83863937024.0,83419635712.0,115054714880.0,107827970048.0,7226746368.0,52228853760.0,43534184448.0,0.3122174694488706,0.6877825060657604,0
[002870],신풍제지,171.0,"펄프, 종이 및 판지 제조업",2019-03-31,1분기보고서,167027638272.0,81896177664.0,85131468800.0,114410397696.0,107174035456.0,7236360704.0,52617252864.0,43955183616.0,0.3150212348588335,0.6849788387098293,0
[002870],신풍제지,171.0,"펄프, 종이 및 판지 제조업",2019-06-30,반기보고서,170955243520.0,85211480064.0,85743755264.0,115845120000.0,107995971584.0,7849143296.0,55110119424.0,46496350208.0,0.3223657741597887,0.6776342018807239,0
[002870],신풍제지,171.0,"펄프, 종이 및 판지 제조업",2019-09-30,3분기보고서,173983596544.0,90594246656.0,83389358080.0,115246563328.0,107880603648.0,7365957632.0,58737041408.0,50133659648.0,0.3376010300669095,0.6623990170179891,0
[002870],신풍제지,171.0,"펄프, 종이 및 판지 제조업",2019-12-31,사업보고서,185645907968.0,113965129728.0,71680786432.0,116748066816.0,114363473920.0,2384594176.0,68897849344.0,60294270976.0,0.37112506328917305,0.6288749808378432,0
[002870],신풍제지,171.0,"펄프, 종이 및 판지 제조업",2020-03-31,1분기보고서,156510011392.0,90452344832.0,66057666560.0,97749950464.0,94789517312.0,2960438016.0,58760056832.0,50182205440.0,0.3754396048494794,0.6245603689796708,0
[005450],신한,411.0,건물 건설업,2017-12-31,사업보고서,157759488000.0,43602837504.0,114156642304.0,103105495040.0,68996317184.0,34109184000.0,54653988864.0,-5432084992.0,0.3464386805312147,0.6535612935052122,0
[005450],신한,411.0,건물 건설업,2018-12-31,사업보고서,170728554496.0,69499781120.0,101228781568.0,131436175360.0,125398573056.0,6037608448.0,39292379136.0,-18187239424.0,0.23014532778065885,0.7698546722193411,4
[005450],신한,411.0,건물 건설업,2019-03-31,1분기보고서,155886616576.0,56146722816.0,99739893760.0,104637030400.0,98702745600.0,5934283776.0,51249590272.0,-7566888960.0,0.3287619642896932,0.6712380619858146,0
[005450],신한,411.0,건물 건설업,2019-06-30,반기보고서,135007657984.0,28940578816.0,106067083264.0,83106045952.0,79881756672.0,3224293632.0,51901612032.0,-5463409664.0,0.3844345780603864,0.6155654219396136,0
[005450],신한,411.0,건물 건설업,2019-09-30,3분기보고서,141189693440.0,27132626944.0,114057060352.0,84840341504.0,77374537728.0,7465802240.0,56349347840.0,-841237440.0,0.3991038330566688,0.6008961379327151,0
[005450],신한,411.0,건물 건설업,2019-12-31,사업보고서,112759685120.0,31403823104.0,81355866112.0,86732816384.0,75977629696.0,10755188736.0,26026872832.0,-31117740032.0,0.23081718261541734,0.769182853709622,4
[005450],신한,411.0,건물 건설업,2020-03-31,1분기보고서,114054529024.0,32866566144.0,81187962880.0,89145974784.0,78483726336.0,10662247424.0,24908554240.0,-32189171712.0,0.21839162769905088,0.7816083723009492,4
[293940],신한알파리츠,681.0,부동산 임대 및 공급업,2017-09-30,사업보고서,590316371968.0,18198577152.0,572117745664.0,353494171648.0,5228243968.0,348265906176.0,236822183936.0,-7450945024.0,0.4011784107333512,0.59882156151204,0
[293940],신한알파리츠,681.0,부동산 임대 및 공급업,2018-03-31,사업보고서,590316371968.0,18198577152.0,572117745664.0,353494171648.0,5228243968.0,348265906176.0,236822183936.0,-7450945024.0,0.4011784107333512,0.59882156151204,0
[293940],신한알파리츠,681.0,부동산 임대 및 공급업,2018-09-30,사업보고서,743078952960.0,23250030592.0,719828942848.0,459356831744.0,8377961472.0,450978873344.0,283722121216.0,5902954496.0,0.3818196169946867,0.6181803830053133,0
[293940],신한알파리츠,681.0,부동산 임대 및 공급업,2019-03-31,사업보고서,743078952960.0,23250030592.0,719828942848.0,459356831744.0,8377961472.0,450978873344.0,283722121216.0,5902954496.0,0.3818196169946867,0.6181803830053133,0
[293940],신한알파리츠,681.0,부동산 임대 및 공급업,2019-06-30,반기보고서,736563036160.0,16141328384.0,720421715968.0,459270193152.0,7632630272.0,451637575680.0,277292810240.0,-522508160.0,0.3764685391838819,0.6235314163284118,0
[293940],신한알파리츠,681.0,부동산 임대 및 공급업,2019-09-30,사업보고서,739669966848.0,20921978880.0,718747992064.0,461103792128.0,9344985088.0,451758817280.0,278566207488.0,750879680.0,0.376608784962665,0.6233912593381739,0
[293940],신한알파리츠,681.0,부동산 임대 및 공급업,2019-12-31,반기보고서,731762065408.0,14127737856.0,717634273280.0,458292789248.0,5906842112.0,452385931264.0,273469259776.0,-4346057728.0,0.3737133594422184,0.6262866181679902,0
[056700],신화인터텍,222.0,플라스틱제품 제조업,2017-12-31,사업보고서,195978756096.0,70836592640.0,125142163456.0,103148068864.0,95563554816.0,7584515072.0,92830687232.0,9406636032.0,0.4736772958520411,0.5263227041479589,5
[056700],신화인터텍,222.0,플라스틱제품 제조업,2018-12-31,사업보고서,200454307840.0,76165644288.0,124288663552.0,113355751424.0,108344983552.0,5010768384.0,87098556416.0,3621740032.0,0.4345057851563905,0.5654942148436095,0
[056700],신화인터텍,222.0,플라스틱제품 제조업,2019-03-31,1분기보고서,216291409920.0,88315600896.0,127975800832.0,122420273152.0,116162142208.0,6258127872.0,93871128576.0,10068589568.0,0.4340030360462315,0.5659969260789403,0
[056700],신화인터텍,222.0,플라스틱제품 제조업,2019-06-30,반기보고서,217457377280.0,91386175488.0,126071209984.0,118699540480.0,112457670656.0,6241866240.0,98757844992.0,15156590592.0,0.4541480552524026,0.5458519824193476,5
[056700],신화인터텍,222.0,플라스틱제품 제조업,2019-09-30,3분기보고서,199861633024.0,77686767616.0,122174865408.0,98420056064.0,92412420096.0,6007639040.0,101441576960.0,17803446272.0,0.5075590318418872,0.4924409681581127,5
[056700],신화인터텍,222.0,플라스틱제품 제조업,2019-12-31,사업보고서,184128028672.0,71096754176.0,113031274496.0,87540482048.0,82762743808.0,4777742336.0,96587546624.0,13155020800.0,0.5245673204705736,0.4754326795294264,5
[056700],신화인터텍,222.0,플라스틱제품 제조업,2020-03-31,1분기보고서,201175777280.0,90379632640.0,110796144640.0,105986408448.0,101191761920.0,4794648576.0,95189368832.0,11218887680.0,0.4731651599362967,0.5268348400637033,5
[187270],신화콘텍,281.0,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2017-12-31,사업보고서,89470582784.0,34967523328.0,54503055360.0,36854489088.0,21331130368.0,15523358720.0,52616089600.0,24377004032.0,0.5880825625896037,0.41191739162998586,1
[187270],신화콘텍,281.0,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2018-12-31,사업보고서,86006661120.0,33590896640.0,52415766528.0,34714951680.0,11751037952.0,22963914752.0,51291709440.0,23301496832.0,0.5963690343523012,0.4036309656476989,1
[187270],신화콘텍,281.0,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2019-03-31,1분기보고서,85452996608.0,32372666368.0,53080326144.0,35084066816.0,12497478656.0,22586587136.0,50368929792.0,22967887872.0,0.5894343298814699,0.4105656701185301,1
[187270],신화콘텍,281.0,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2019-06-30,반기보고서,90351443968.0,35837288448.0,54514151424.0,39579697152.0,17292083200.0,22287613952.0,50771742720.0,23496558592.0,0.561936151656657,0.4380638030092584,5
[187270],신화콘텍,281.0,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2019-09-30,3분기보고서,90799431680.0,36401897472.0,54397534208.0,40471805952.0,18639734784.0,21832071168.0,50327625728.0,23120211968.0,0.5542724750234912,0.4457275249765088,5
[187270],신화콘텍,281.0,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2019-12-31,사업보고서,86471262208.0,32456124416.0,54015139840.0,38320619520.0,17410068480.0,20910548992.0,48150646784.0,21360418816.0,0.5568398743640091,0.4431601730043293,5
[187270],신화콘텍,281.0,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2020-03-31,1분기보고서,86329810944.0,33064953856.0,53264859136.0,37602025472.0,20314589184.0,17287436288.0,48727785472.0,22357659648.0,0.5644375325182688,0.4355624674817312,5
[004080],신흥,465.0,기계장비 및 관련 물품 도매업,2017-12-31,사업보고서,131257802752.0,52072591360.0,79185207296.0,44890959872.0,40834093056.0,4056869120.0,86366838784.0,72893849600.0,0.6579939399654777,0.3420060288287584,1
[004080],신흥,465.0,기계장비 및 관련 물품 도매업,2018-12-31,사업보고서,132689387520.0,56687853568.0,76001533952.0,45384298496.0,39965233152.0,5419062784.0,87305084928.0,73810575360.0,0.6579658445920604,0.3420341245388545,1
[004080],신흥,465.0,기계장비 및 관련 물품 도매업,2019-03-31,1분기보고서,147095060480.0,58686554112.0,88408498176.0,60354220032.0,42906832896.0,17447385088.0,86740836352.0,73246318592.0,0.5896923803487871,0.4103075918052745,1
[004080],신흥,465.0,기계장비 및 관련 물품 도매업,2019-06-30,반기보고서,141509246976.0,54067847168.0,87441399808.0,54382813184.0,37939040256.0,16443773952.0,87126433792.0,73631916032.0,0.6156942790231699,0.3843057209768301,1
[004080],신흥,465.0,기계장비 및 관련 물품 도매업,2019-09-30,3분기보고서,142801092608.0,55406354432.0,87394729984.0,55753662464.0,39311626240.0,16442035200.0,87047421952.0,73552904192.0,0.6095711199560068,0.39042882267748535,1
[004080],신흥,465.0,기계장비 및 관련 물품 도매업,2019-12-31,사업보고서,146698321920.0,57764708352.0,88933613568.0,58744381440.0,44490170368.0,14254211072.0,87953948672.0,74440998912.0,0.5995566106063881,0.4004434452361049,1
[004080],신흥,465.0,기계장비 및 관련 물품 도매업,2020-03-31,1분기보고서,150008283136.0,58814701568.0,91193589760.0,57186570240.0,42916548608.0,14270021632.0,92821716992.0,79308767232.0,0.6187772771710632,0.3812227501340956,1
[243840],신흥에스이씨,282.0,일차전지 및 축전지 제조업,2017-12-31,사업보고서,150908764160.0,58677641216.0,92231131136.0,81153351680.0,45416046592.0,35737305088.0,69755420672.0,34856116224.0,0.4622357161313858,0.5377643381530691,5
[243840],신흥에스이씨,282.0,일차전지 및 축전지 제조업,2018-12-31,사업보고서,272610410496.0,108547006464.0,164063412224.0,188670214144.0,95495790592.0,93174423552.0,83940188160.0,42850410496.0,0.3079126288951157,0.6920873410546746,0
[243840],신흥에스이씨,282.0,일차전지 및 축전지 제조업,2019-03-31,1분기보고서,290038579200.0,116006117376.0,174032453632.0,202461118464.0,92939550720.0,109521575936.0,87577444352.0,45821480960.0,0.3019510183561125,0.6980489251548506,0
[243840],신흥에스이씨,282.0,일차전지 및 축전지 제조업,2019-06-30,반기보고서,301368803328.0,114801745920.0,186567049216.0,208067198976.0,101793480704.0,106273726464.0,93301587968.0,51594006528.0,0.3095927214020676,0.6904072242326503,0
[243840],신흥에스이씨,282.0,일차전지 및 축전지 제조업,2019-09-30,3분기보고서,308175372288.0,117689974784.0,190485381120.0,211071762432.0,102014623744.0,109057146880.0,97103585280.0,55212101632.0,0.3150919703903319,0.6849079498628674,0
[243840],신흥에스이씨,282.0,일차전지 및 축전지 제조업,2019-12-31,사업보고서,335398076416.0,133560508416.0,201837559808.0,233867640832.0,155504869376.0,78362763264.0,101530419200.0,59352109056.0,0.302716164281366,0.6972837868692184,0
