종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,재무상태표 [abstract],자산 [abstract],유동자산,현금및현금성자산,현금,현금성자산,정부보조금,금융자산(유동),매출채권 및 기타유동채권,매출채권,대손충당금(유동),단기미수금,공사미수금,분양미수금,대행미수금,단기미수수익,단기선급금,부가가치세대급금,단기선급비용,단기선급공사원가,단기공사유보금,단기미청구공사,유동계약자산,당기법인세자산,재고자산,원재료,재고자산평가충당금,시험재료,상품,소모품,재공품,제품,반제품,저장품,미착품,부산물,완성주택,용지,기타재고,유동확정계약자산,유동생물자산,기타유동자산,유동배출권,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 유동 비현금담보물,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,비유동자산,금융자산(비유동),장기매출채권 및 기타비유동채권,장기매출채권,현재가치할인차금,대손충당금(비유동),장기미수금,장기공사미수금,장기분양미수금,장기대행미수금,장기미수수익,장기선급금,장기선급비용,장기미청구공사,비유동계약자산,장기공사유보금,유형자산,토지,건물,건물부대설비,시설물,구축물,기계장치,차량운반구,공급설비,전산장비/전산설비,공구와기구,사용권자산,임차구축물,집기,사무용비품,유형탐사평가자산,건설중인자산,렌탈자산,선박,기타유형자산,영업권,영업권 이외의 무형자산,브랜드명,무형탐사평가자산,제호와 출판표제,컴퓨터소프트웨어,라이선스와 프랜차이즈,"저작권, 특허권, 기타 산업재산권, 용역운영권","조리법, 공식, 모형, 설계 및 시제품",실용신안권,전신전화가입권,완성프로그램,미완성프로그램,사용수익기부자산,전산자동화개발,차지권,채굴권,토지사용권,개발 중인 무형자산,비유동배출권,기타무형자산,비유동확정계약자산,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,비유동생물자산,이연법인세자산,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,기타비유동자산,자산총계,부채 [abstract],유동부채,매입채무 및 기타유동채무,단기매입채무,단기초과청구공사,유동계약부채,단기미지급금,미지급배당금,단기미지급비용,금융부채(유동),단기기타보증금,단기예수금,추심예수금,부가가치세예수금,단기예수보증금,단기선수금,공사선수금,분양선수금,단기이연수익,단기선수수익,단기선수임대료,유동성장기미지급금,미지급법인세,당기법인세부채,유동확정계약부채,유동충당부채,유동종업원급여충당부채,유동판매보증충당부채,유동하자보수충당부채,유동반품충당부채,유동공사손실충당부채,단기제품보증충당부채,단기구조조정충당부채,단기법적소송충당부채,단기손실부담계약충당부채,"단기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타단기충당부채,매각예정으로 분류된 처분자산집단에 포함된 부채,기타유동부채,유동배출부채,비유동부채,장기매입채무 및 기타비유동채무,장기매입채무,장기초과청구공사,비유동계약부채,장기미지급금,장기미지급비용,금융부채(비유동),장기기타보증금,장기예수금,장기예수보증금,장기선수금,장기공사선수금,장기이연수익,장기선수수익,장기선수임대료,비유동확정계약부채,비유동충당부채,비유동종업원급여충당부채,비유동반품충당부채,비유동하자보수충당부채,비유동판매보증충당부채,비유동공사손실충당부채,장기제품보증충당부채,장기구조조정충당부채,장기법적소송충당부채,장기손실부담계약충당부채,"장기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타장기충당부채,퇴직급여부채,확정급여채무의현재가치,사외적립자산의공정가치,퇴직급여운용자산/퇴직연금운용자산(부채),퇴직보험예치금(부채),이연법인세부채,기타비유동부채,비유동배출부채,부채총계,자본 [abstract],이익잉여금(결손금),자본총계,자본과부채총계
[066620],국보디자인,코스닥시장상장법인,424.0,실내건축 및 건축마무리 공사업,12.0,2017-12-31,사업보고서,KRW,,,135628505088.0,26550427648.0,,,,77221591552.0,30580144128.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1276343040.0,,,,28753213440.0,12865045688.0,2870985984.0,,0.0,0.0,,,,,,,,,,,7534908928.0,,,,,,,,,,,,,,,,,,,,,1999734016.0,,,,,,,,,,,,,,,,,,,,,,,,3482538240.0,,,164381720576.0,,61606793216.0,32696059904.0,,,,,,,0.0,,,,,,,,,,,,,,3620988416.0,,1001765376.0,,,,,,,,,,,,,4145203200.0,,3491097600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491097600.0,,,,,,,,65097887744.0,,89400680448.0,99283828736.0,164381720576.0
[043650],국순당,코스닥시장상장법인,111.0,알코올음료 제조업,12.0,2017-12-31,사업보고서,KRW,,,87014023168.0,36744904704.0,,,,7002579968.0,,23659896832.0,0.0,,,,,,,,,,,,,177280.0,14498642944.0,,0.0,,,,,,,,,,,,,,,5107823616.0,,,,155614887936.0,,18232324096.0,,0.0,0.0,,,,,,,,,,,58233151488.0,,,,,,,,,,,,,,,,,,,,,2681216768.0,,,,,,,,,,,,,,,,,,,,,,,,1383008128.0,,48251264.0,242628919296.0,,12246205440.0,6143971840.0,,,,,,,520000000.0,,,,,,,,,,,,,,1512934272.0,,,,,,31495398.0,,,,,,,,,4037803776.0,,8934070272.0,,,,,,,1218102672.0,,,,,,,,,,,,,,,,,,,,,,6411623936.0,,,,,1299947392.0,4396757.0,,21180276736.0,,164582932480.0,221448634368.0,242628919296.0
[078130],국일제지,코스닥시장상장법인,179.0,기타 종이 및 판지 제품 제조업,12.0,2017-12-31,사업보고서,KRW,,,46483660800.0,3872432128.0,,,,1898984112.0,28853569536.0,,0.0,,,,,,,,,,,,,,11858674688.0,,0.0,,,,,,,,,,,,,,,,,,,60228648960.0,47865682240.0,3906145024.0,,0.0,0.0,,,,,,,,,,,18965215232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176769888.0,,,,,221402960.0,,,106712309760.0,,47064186880.0,4509666816.0,,,,,,,42305751936.0,,,,,,,,,,,,,,248771936.0,,,,,,,,,,,,,,,,,1932575744.0,469320224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463255552.0,,,,,,,,48996765696.0,,33971447808.0,57715544064.0,106712309760.0
[002720],국제약품,유가증권시장상장법인,212.0,의약품 제조업,12.0,2017-12-31,사업보고서,KRW,,,59537268736.0,2526446848.0,,,,891256704.0,,34631991296.0,0.0,,,,,,,,,,,,,25250.0,17161675776.0,,0.0,,,,,,,,,,,,,,,672953152.0,,,,72109080576.0,6397865504.0,,,0.0,0.0,,,,,,,,,,,60644614144.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2793348608.0,,,,,,,,131646349312.0,,50577481728.0,,11482685440.0,,0.0,3270427136.0,,,30499999744.0,,,,,,,,,,,,,,844308544.0,,2058260096.0,,,,,,,,,,,,,2421799936.0,,13290560512.0,,,,,865000000.0,,4000000000.0,,,,,,,,,,,,,,,,,,,,,,3099945728.0,,,,,4988703232.0,336911840.0,,63868043264.0,,7254177280.0,67778306048.0,131646349312.0
[204020],그리티,코스닥시장상장법인,141.0,봉제의복 제조업,12.0,2017-12-31,사업보고서,KRW,,,64782905344.0,705104768.0,,,,16453961600.0,,9557506048.0,0.0,,,,,,,,,,,,,,37009862656.0,,0.0,,,,,,,,,,,,,,,1056468288.0,,,,8480004608.0,4312268800.0,,,0.0,0.0,,,,,,,,,,,1281263360.0,,,,,,,,,,,,,,,,,,,,,2473422592.0,,,,,,,,,,,,,,,,,,,,,,,,378874848.0,,34174904.0,73262907392.0,,17193308160.0,,4085087232.0,,,2429102592.0,,1302532736.0,6303579648.0,,,,,858499968.0,,,,,,,,1611032192.0,,,326912224.0,,,,,,,,,,,,,276562016.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17193308160.0,,44428038144.0,56069599232.0,73262907392.0
[186230],그린플러스,코스닥시장상장법인,242.0,1차 비철금속 제조업,12.0,2017-12-31,사업보고서,KRW,,,22054227968.0,2519185408.0,,,,919059968.0,8993371136.0,,0.0,,,,,,,,,,,,,490820.0,4446895616.0,,0.0,,,,,,,,,,,,,,4854183936.0,321040096.0,,,,32636008448.0,1948544320.0,,,0.0,0.0,,,,,,,,,,,29364895744.0,,,,,,,,,,,,,,,,,,,,,944416064.0,,,,,,,,,,,,,,,,,,,,,,,,,,378152096.0,54690234368.0,,25894764544.0,23919106048.0,2022523776.0,,,,,,24619542104.0,,,,,,,,,,,,,,291273920.0,,,,,,,,,,,,,,,322904480.0,,14687384576.0,12922040320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192755376.0,,,40582148096.0,,7770253824.0,14108086272.0,54690234368.0
[014530],극동유화,유가증권시장상장법인,192.0,석유 정제품 제조업,12.0,2017-12-31,사업보고서,KRW,,,134843998208.0,26010845184.0,,,,,,58266705920.0,0.0,,,,,,,,,,,,,,22216239104.0,,0.0,,,,,,,,,,,,,,,12843297792.0,,,,133659820032.0,42390175520.0,,,0.0,0.0,,,,,,,,,,,54858883072.0,,,,,,,,,,,,,,,,,,,,28508268544.0,1230638336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,268503826432.0,,61804687360.0,,17501669376.0,,,,,,24976385510.0,,,,,,,,,,,,,,2561426944.0,,,,,,,,,,,,,,,16765207552.0,,58308186112.0,,,,,,,44999999488.0,,,,,,,,,,,,,,,,,,,,,,3885031936.0,,,,,3118653184.0,6304500224.0,,120112873472.0,,133667135488.0,148390952960.0,268503826432.0
[900070],글로벌에스엠,코스닥시장상장법인,649.0,기타 금융업,12.0,2017-12-31,사업보고서,CNY,,,548036160.0,133955840.0,,,,18498712.0,297420480.0,151034896.0,0.0,146385584.0,,,,,,,,,,,,,98161112.0,,0.0,,,,,,,,,,,,,,,,,,,274688320.0,0.0,7476181.0,,0.0,0.0,,,,,,,7476181.0,,,,217121168.0,,,,,,,,,,,,,,,,,,,,12966321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,37124640.0,822724480.0,,151012048.0,125361056.0,63244708.0,,,16055357.0,,,46060991.0,,,,,,,,,,,,,8039718.0,,,,,,,,,,,,,,,,17611278.0,,112077280.0,109574864.0,36620164.0,,,,,72954704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2502418.0,,,263089328.0,,137357136.0,559635136.0,822724480.0
[204620],글로벌텍스프리,코스닥시장상장법인,661.0,금융 지원 서비스업,12.0,2017-12-31,사업보고서,KRW,,,60824952832.0,46314188800.0,,,,715419520.0,12937184256.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,858159872.0,,,,15123028992.0,,1300438656.0,,0.0,0.0,,,,,,,,,,,3544051456.0,,,,,,,,,,,,,,,,,,,,,2805015040.0,,,,,,,,,,,,,,,,,,,,,,,,618791872.0,,,75947982848.0,,7686386688.0,,,,,5348398080.0,,,0.0,,,,,,,,,,,,,,352540800.0,,,,,,,,,,,,,,,1985448064.0,,4219641088.0,,,,,,,1373472768.0,,,,,,,,,,,,,,,,,,,,,,213696800.0,,,,,,2632471552.0,,11906027520.0,,5341548544.0,64041951232.0,75947982848.0
[032860],글로스퍼랩스,코스닥시장상장법인,383.0,"해체, 선별 및 원료 재생업 ",12.0,2017-12-31,사업보고서,KRW,,,30699886592.0,5165433344.0,,,,654727744.0,5246391808.0,,0.0,,,,,,,,,,,,,93464176.0,7846981632.0,,0.0,,,,,,,,,,,,,,,2176233728.0,,,9516653568.0,5072987136.0,616050000.0,247162704.0,,0.0,0.0,,,,,,,,,,,4208541696.0,,,,,,,,,,,,,,,,,,,,0.0,1232897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,35772874752.0,,7699604992.0,1781358080.0,,,,,,,5820000256.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,98246920.0,,763501696.0,51000000.0,,,,,,0.0,,,,,,,,,,527531200.0,,,,,,,,,,,,184970512.0,,,,,0.0,,,8463106560.0,,-32408963072.0,27309766656.0,35772874752.0
[014280],금강공업,유가증권시장상장법인,241.0,1차 철강 제조업,12.0,2017-12-31,사업보고서,KRW,,,306730303488.0,62662488064.0,,,,1625166752.0,157917511680.0,,0.0,,,,,,,,,,,,,,81192894464.0,,0.0,,,,,,,,,,,,,,,3332246528.0,,,,449692008448.0,76509440000.0,1985025408.0,,0.0,0.0,,,,,,,,,,,361859022848.0,,,,,,,,,,,,,,,,,,,,,9338490880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,756422279168.0,,389645500416.0,58998951936.0,,,,,,,293408772440.0,,,,,,,,,,,,,,8067913216.0,,,,,,,,,,,,,,,29169850368.0,,35670261760.0,2893904640.0,,,,,,23746097152.0,,,,,,,,,,515271840.0,,,,,,,,,,,,,,,,,8401804800.0,,,425315762176.0,,227664855040.0,331106549760.0,756422279168.0
[053260],금강철강,코스닥시장상장법인,241.0,1차 철강 제조업,12.0,2017-12-31,사업보고서,KRW,,,98369830912.0,17758464000.0,,,,37886689280.0,30934573056.0,,0.0,,,,,,,,,,,,,,11647702016.0,,0.0,,,,,,,,,,,,,,,142401408.0,,,,31613970432.0,14425121312.0,,,0.0,0.0,,,,,,,,,,,15169678336.0,,,,,,,,,,,,,,,,,,,,,2019171200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,129983799296.0,,20836136960.0,18157109248.0,,,,,,,1564000000.0,,,,,,,,,,,,,,122689192.0,,,,,,,,,,,,,,,992339008.0,,1679957760.0,,,,,,,469008544.0,,,,,,,,,,,,,,,,,,,,,,173239552.0,,,,,1037709632.0,,,22516094976.0,,84782538752.0,107467710464.0,129983799296.0
[008870],금비,유가증권시장상장법인,231.0,유리 및 유리제품 제조업,9.0,2017-09-30,사업보고서,KRW,,,90869612544.0,28981090304.0,,,,,73715096.0,39665602560.0,0.0,,,,,104732648.0,267053216.0,,244634256.0,,,,,,17332783104.0,,0.0,,,,,,,,,,,,,,,,,,,156138782720.0,23777930128.0,1000.0,,0.0,0.0,,,,,,,,,,,125836181504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6524675584.0,,,,,,,,247008395264.0,,47059197952.0,,13533031424.0,,,9660116992.0,11290759.0,1926824832.0,18071672832.0,,202179440.0,,1442419072.0,,157386720.0,,,,,,,,2054275200.0,,,,,,,,,,,,,,,,,49926287360.0,,,,,,,32873842688.0,,,58465464.0,,,,,,,,,,,,,,,,,,5141364224.0,,1404100224.0,,,,10448514048.0,,,96985481216.0,,77582008320.0,150022914048.0,247008395264.0
[001570],금양,유가증권시장상장법인,201.0,기초 화학물질 제조업,12.0,2017-12-31,사업보고서,KRW,,,130477252608.0,14688417792.0,,,,5182335872.0,,46966562816.0,0.0,,,,,,23709360128.0,,350606400.0,,,,,0.0,22603042816.0,,0.0,,,,,,,,,,,,,,,,,,,65606778880.0,3208408800.0,,,0.0,0.0,,,,,,,,,,,49447444480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4056352256.0,,,,,,,2067130752.0,196084039680.0,,128670679040.0,10692226048.0,,,,,,,66136759296.0,,134054312.0,,,,740134848.0,,,,377829888.0,,,,6934360064.0,,,,,,,,,,37132218368.0,,,,,6523095552.0,,9817907200.0,,,,,,,4494567040.0,,,,,,,,,,,,,,,,,,,,,,1699902336.0,,,,,3623437312.0,,,138488578048.0,,20262465536.0,57595445248.0,196084039680.0
[002990],금호산업,유가증권시장상장법인,411.0,건물 건설업,12.0,2017-12-31,사업보고서,KRW,,,654395310080.0,54093971456.0,,,,168608136224.0,341361590272.0,,0.0,,,,,,,,,,,,,337344.0,30377037824.0,,0.0,,,,,,,,,,,,,,,4262710528.0,,,,630480175104.0,537636126016.0,,,0.0,0.0,,,,,,,,,,,9173495808.0,,,,,,,,,,,,,,,,,,,,,3828545024.0,,,,,,,,,,,,,,,,,,,,,,,,79842017280.0,,,1284875485184.0,,673008910336.0,326679920640.0,,,,58829914112.0,,7285400064.0,87145757696.0,,,,,,74607484928.0,,,,,,,,1752002304.0,,40470622208.0,,,,,,,,,,,,,,,219173814272.0,,,,,,,130029547520.0,,,1866529664.0,,,,,,,44154560512.0,,,,,,,,,,,,43123175424.0,,,,,,,,892182659072.0,,208425811968.0,392692826112.0,1284875485184.0
[011780],금호석유화학,유가증권시장상장법인,201.0,기초 화학물질 제조업,12.0,2017-12-31,사업보고서,KRW,,,1332668661760.0,234430218240.0,,,,48578958592.0,,588511969280.0,0.0,,,,,,,,,,,,,0.0,426750279680.0,,0.0,,,,,,,,,,,,,,,8775674880.0,,,25621547008.0,3247144960000.0,775220906496.0,,,0.0,0.0,,,,,,,,,,,2440253931520.0,,,,,,,,,,,0.0,,,,,,,,,,14930892800.0,,,,,,,,,,,,,,,,,,,,,,,,12028659712.0,,4710566912.0,4579813490688.0,,1913905086464.0,,398183563264.0,,,225374912512.0,,,1233163118080.0,,,,,,,,,,,,,38989910016.0,,,6883485184.0,,,,,,,,,,,,,11310046208.0,,709105483776.0,,,,,4963229184.0,4544565760.0,586907788752.0,,,,,,,,,,15401601.0,,,,,,,,,,,,35209445376.0,,,,,77465059328.0,,,2623010504704.0,,1402981318656.0,1956802985984.0,4579813490688.0
[214330],금호에이치티,유가증권시장상장법인,303.0,자동차 신품 부품 제조업,12.0,2017-12-31,사업보고서,KRW,,,88316452864.0,7211370496.0,,,,83618824.0,41269776384.0,,0.0,,,,,,,,,,,,,,31489882112.0,,0.0,,,,,,,,,,,,,,,8261804544.0,,,,61848043520.0,2823719016.0,112608496.0,,0.0,0.0,,,,,,,,,,,55754670080.0,,,,,,,,,,,,,,,,,,,,,122602648.0,,,,,,,,,,,,,,,,,,,,,1527697664.0,,,1506747392.0,,,150164488192.0,,46752477184.0,14597411840.0,,,,,,,29416411648.0,,,,,,,,,,,,,,984140032.0,,,,,,,,,,,,,,,1754510976.0,,12657599488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12796875.0,75469456.0,,59410075648.0,,81759379456.0,90754416640.0,150164488192.0
[001210],금호전기,유가증권시장상장법인,284.0,전구 및 조명장치 제조업,12.0,2017-12-31,사업보고서,KRW,,,203693441024.0,10846814208.0,,,,13493519360.0,,64604827648.0,0.0,,,,,,,,,,,,,14002879.0,104022417408.0,,0.0,,,,,,,,,,,,,,,9818674176.0,,,893180736.0,206179827712.0,5944469248.0,,933833792.0,0.0,0.0,,,,,,,,,,,189706747904.0,,,,,,,,,,,0.0,,,,,,,,,,6305765888.0,,,,,,,,,,,,,,,,,,,,,,,,1362994176.0,,1926014592.0,409873252352.0,,197635063808.0,,28545185792.0,,,,,,162824075264.0,,,,,,,,,,,,,987876992.0,,,804912384.0,,,,,,,,,,,,,4473009664.0,,73976184832.0,,,,,,,71906414528.0,,,,,,,,,,,,,,,,,,,,,,1584699520.0,,,,,367091360.0,117975512.0,,271611248640.0,,-11110355968.0,138262020096.0,409873252352.0
[073240],금호타이어,유가증권시장상장법인,221.0,고무제품 제조업,12.0,2017-12-31,사업보고서,KRW,,,1494725820416.0,152031379456.0,,,,66738729984.0,,646259343360.0,0.0,,,,,,,,,,,,,,546974203904.0,,0.0,,,,,,,,,,,,,,,82722078720.0,,,,3048886239232.0,5254148048.0,,,0.0,0.0,,,,,,,,,,,2776571838464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7401186304.0,,,,,205090930688.0,,54568030208.0,4543611928576.0,,2434995322880.0,,372446822400.0,,,,,,1638317359104.0,,,,,,,,,,,,,,2752066304.0,,,,,,,,,,,,,,,41266221056.0,,1179568046080.0,,,,,,,852431077376.0,,,,,,,,,,,,,,25623269376.0,,,,112046161920.0,,,,160324567040.0,,,,,,3504030464.0,,3614563368960.0,,-130755035136.0,929048690688.0,4543611928576.0
[036190],금화피에스시,코스닥시장상장법인,423.0,전기 및 통신 공사업,12.0,2017-12-31,사업보고서,KRW,,,158082023424.0,23281102848.0,,,,107369359360.0,25961009152.0,,0.0,,,,,,,,,,,,,,1035745920.0,,0.0,,,,,,,,,,,,,,,434807744.0,,,,72338579456.0,27617528752.0,8391401472.0,,0.0,0.0,,,,,,,,,,,25379887104.0,,,,,,,,,,,0.0,,,,,,,,,6190993408.0,1926968576.0,,,,,,,,,,,,,,,,,,,,,2429473792.0,,,402328096.0,,,230420611072.0,,41410740224.0,2645224448.0,,,,,,,4195187456.0,,,,,,,,,,,,,,4745968640.0,,115835608.0,,,,,,,,,,,,,29708525568.0,,5952549888.0,,,,,,,3365627456.0,,,,,,,,,,670858240.0,,,,,,,,,,,,445298816.0,,,,,1164183040.0,306582400.0,,47363293184.0,,172784336896.0,183057317888.0,230420611072.0
[049080],기가레인,코스닥시장상장법인,292.0,특수 목적용 기계 제조업,12.0,2017-12-31,사업보고서,KRW,,,72343060480.0,7394924032.0,,,,4468997120.0,32267872256.0,,0.0,,,,,,,,,,,,,156209664.0,24300939264.0,,0.0,,,,,,,,,,,,,,,3754119936.0,,,,109285285888.0,5475738112.0,3737149696.0,,0.0,0.0,,,,,,,,,,,66976190464.0,,,,,,,,,,,,,,,,,,,,,22683031552.0,,,,,,,,,,,,,,,,,,,,,,,,9909791744.0,,503389056.0,181628354560.0,,77579452416.0,16401721344.0,,,,,,,54242421808.0,,,,,,,,,,,,,,51603368.0,,,,,,,,,,,,,,,6883704320.0,,15379779584.0,251893792.0,,,,,,13243521520.0,,,,,,,,,,,,,,,,,,,,,,1884364544.0,,,,,,,,92959227904.0,,243055056.0,88669118464.0,181628354560.0
[035460],기산텔레콤,코스닥시장상장법인,264.0,통신 및 방송 장비 제조업,12.0,2017-12-31,사업보고서,KRW,,,58352349184.0,15508136960.0,,,,3440349440.0,17628213248.0,,0.0,,,,,,,,,,,,,29032656.0,21211656192.0,,0.0,,,,,,,,,,,,,,,534960480.0,,,,11784991744.0,5252230144.0,20000000.0,,0.0,0.0,,,,,,,,,,,2125924736.0,,,,,,,,,,,,,,,,,,,,,4386836992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70137339904.0,,25198661632.0,13551765504.0,,,,,,,7453847040.0,,,,,,,,,,,,,,,,283660416.0,,,,,,,,,,,,,3909388032.0,,9946403840.0,,,,,,,6497604608.0,,,,,,,,,,,,,,,,,,,,,,3232681984.0,,,,,216117600.0,,,35145064448.0,,-19998187520.0,34992275456.0,70137339904.0
[092440],기신정기,유가증권시장상장법인,292.0,특수 목적용 기계 제조업,3.0,2017-03-31,사업보고서,KRW,,,114076057600.0,21464137728.0,,,,43542093824.0,31990390784.0,,0.0,,,,,,,,,,,,,,16948807680.0,,0.0,,,,,,,,,,,,,,,130627080.0,,,,121878798336.0,11180634400.0,87965344.0,,0.0,0.0,,,,,,,,,,,107375108096.0,,,,,,,,,,,,,,,,,,,,,1169262848.0,,,,,,,,,,,,,,,,,,,,,,,,691526336.0,,1374308096.0,235954864128.0,,10831988736.0,7101066240.0,,,,,,,114200000.0,,,,,,,,,,,,,,2110279424.0,,,,,,,,,,,,,,,1506443136.0,,2548015104.0,74000232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474014976.0,,,,,,,,13380003840.0,,180667432960.0,222574854144.0,235954864128.0
[000270],기아자동차,유가증권시장상장법인,301.0,자동차용 엔진 및 자동차 제조업,12.0,2017-12-31,사업보고서,KRW,,,21642078060544.0,1561737953280.0,,,,8140418711552.0,,2092974997504.0,0.0,951195992064.0,,,,,120601001984.0,,,,,,,135808000000.0,8543645204480.0,,0.0,,,,,,,,,,,,,,,95697002496.0,,,,30652359507968.0,14018468382720.0,,3392000000.0,0.0,0.0,,,,,,,,,,,13652902019072.0,,,,,,,,,,,,,,,,,,,,,2470467076096.0,,,,,,,,,,,,,,,,,,,,,,,,500241989632.0,,6888000000.0,52294439665664.0,,15323019345920.0,,5113282822144.0,,,2476415909888.0,,1861109940224.0,3855132983296.0,,,,,,619214995456.0,,,,,,,,192353992704.0,,1137779015680.0,,,,,,,,,,,,,67728998400.0,,10110241865728.0,,,,,,,4894700077056.0,,,,85332000768.0,,,,,,3495552090112.0,261742002176.0,,,,,,,,,,,38685999104.0,,,,,1187161964544.0,147067994112.0,,25433261211648.0,,24074321395712.0,26861176356864.0,52294439665664.0
[308100],까스텔바작,코스닥시장상장법인,474.0,"섬유, 의복, 신발 및 가죽제품 소매업",12.0,2017-12-31,사업보고서,KRW,,,47961325568.0,4201649920.0,,,,0.0,,3907392256.0,0.0,,,,,,,,,,,,,,35031019520.0,,0.0,,,,,,,,,,,,,,,118153248.0,,,,16942518272.0,0.0,1564109440.0,,0.0,0.0,,,,,,,,,,,2424475136.0,,,,,,,,,,,,,,,,,,,,,11856114688.0,,,,,,,,,,,,,,,,,,,,,,,,1097819264.0,,,64903847936.0,,10876704768.0,1346137856.0,7362590208.0,,,,,,0.0,,,,,,,,,,,,,,1863997440.0,,101070664.0,,,,,,,,,,,,,202908592.0,,2115798784.0,86355880.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,592955008.0,1436487936.0,,12992503808.0,,4719119360.0,51911344128.0,64903847936.0
[004540],깨끗한나라,유가증권시장상장법인,171.0,"펄프, 종이 및 판지 제조업",12.0,2017-12-31,사업보고서,KRW,,,167459913728.0,6504189440.0,,,,0.0,94072348672.0,,0.0,,,,,,,,,,,,,1408407296.0,64437055488.0,,0.0,,,,,,,,,,,,,,,1037906048.0,,,,405652733952.0,14538668084.0,1057091968.0,,0.0,0.0,,,,,,,,,,,383935086592.0,,,,,,,,,,,0.0,,,,,,,,,,652006912.0,,,,,,,,,,,,,,,,,,,,,,,,5449855488.0,,20000000.0,573112647680.0,,307952517120.0,150094807040.0,,,,,,,154511516928.0,,,,,,,,,,,,,,76798784.0,,,,,,,,,,,,,,,3269378560.0,,77038518272.0,1711394176.0,,,,,,48349402104.0,,,,,,,,,,,,,,,,,,,,,,26214645760.0,,,,,0.0,763076992.0,,384991035392.0,,-6671894528.0,188121595904.0,573112647680.0
[187790],나노,코스닥시장상장법인,201.0,기초 화학물질 제조업,12.0,2017-12-31,사업보고서,KRW,,,42822418432.0,4796891648.0,,,,2985667456.0,,10645477376.0,0.0,,,,,,,,,,,,,3722930.0,20989646848.0,,0.0,,,,,,,,,,,,,,,3401011712.0,,,,48752246784.0,574850796.0,,,0.0,0.0,,,,,,,,,,,45960773632.0,,,,,,,,,,,,,,,,,,,,,2216620544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,91574665216.0,,37817466880.0,,,,,,,,21626400896.0,,,,,,,,,,,,,,21426828.0,,,,,,,,,,,,,,,1857500416.0,,8854960128.0,,,,,,,8412611072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,339402240.0,,46672424960.0,,17422497792.0,44902240256.0,91574665216.0
[074610],나노메딕스,유가증권시장상장법인,291.0,일반 목적용 기계 제조업,12.0,2017-12-31,사업보고서,KRW,,,23750559744.0,8664528896.0,,,,1400568832.0,4481847296.0,,0.0,,,,,,,,,,,,,,7441168384.0,,0.0,,,,,,,,,,,,,,,1762447232.0,,,,28092925952.0,,15364360.0,,0.0,0.0,,,,,,,,,,,19365949440.0,,,,,,,,,,,,,,,,,,,,,273966208.0,,,,,,,,,,,,,,,,,,,,,,,,,,1171367936.0,51843485696.0,,30524071936.0,3924482560.0,,,,3203817472.0,,,21579738272.0,,,,,,,,,,,,,133331912.0,,,,,,,,,,,,,,,,1682700544.0,,7970534912.0,,,,,,,7581512640.0,,,,,,,,,,,,,,,,,,,,,,,389022272.0,,,,,,,38494605312.0,,-12144425984.0,13348879360.0,51843485696.0
