,회사명,결산기준일,자산총계,자본총계,부채총계
1194,경방,2019-06-30,1338584334336.0,708554063872.0,630030270464.0
1195,경방,2019-09-30,1334184378368.0,708841111552.0,625343266816.0
1196,경방,2019-12-31,1370742456320.0,741553209344.0,629189312512.0
1197,경방,2020-03-31,1406291279872.0,732923822080.0,673367457792.0
1198,경인양행,2017-12-31,357951471616.0,210934939648.0,147016531968.0
1199,경인양행,2018-12-31,412996599808.0,223759384576.0,189237198848.0
1200,경인양행,2019-03-31,442985676800.0,224293208064.0,218692468736.0
1201,경인양행,2019-06-30,473394151424.0,231278329856.0,242115821568.0
1202,경인양행,2019-09-30,468051329024.0,232433549312.0,235617796096.0
1203,경인양행,2019-12-31,472081006592.0,237433143296.0,234647863296.0
1204,경인양행,2020-03-31,474327121920.0,236402868224.0,237924270080.0
1205,경인전자,2017-12-31,59851411456.0,56057622528.0,3793790464.0
1206,경인전자,2018-12-31,57418575872.0,54644142080.0,2774434048.0
1207,경인전자,2019-03-31,57286008832.0,54567718912.0,2718289664.0
1208,경인전자,2019-06-30,56471769088.0,53801877504.0,2669890816.0
1209,경인전자,2019-09-30,57472049152.0,54673924096.0,2798124800.0
1210,경인전자,2019-12-31,56871284736.0,54463791104.0,2407490816.0
1211,경인전자,2020-03-31,57254039552.0,54742663168.0,2511375616.0
1212,경창산업,2017-12-31,657229414400.0,180563083264.0,476666298368.0
1213,경창산업,2018-12-31,638157651968.0,163443490816.0,474714144768.0
1214,경창산업,2019-03-31,647777288192.0,158346264576.0,489430974464.0
1215,경창산업,2019-06-30,630727639040.0,155307147264.0,475420524544.0
1216,경창산업,2019-09-30,633395281920.0,152064180224.0,481331085312.0
1217,경창산업,2019-12-31,564865662976.0,92410748928.0,472454922240.0
1218,경창산업,2020-03-31,549271404544.0,87600283648.0,461671137280.0
1219,계룡건설산업,2017-12-31,1582918139904.0,382329683968.0,1200588455936.0
1220,계룡건설산업,2018-12-31,1726211686400.0,439825104896.0,1286386614272.0
1221,계룡건설산업,2019-03-31,1704382562304.0,449021968384.0,1255360561152.0
1222,계룡건설산업,2019-06-30,1843770949632.0,470398074880.0,1373372940288.0
1223,계룡건설산업,2019-09-30,1899164467200.0,489137930240.0,1410026569728.0
1224,계룡건설산업,2019-12-31,2006740369408.0,502667214848.0,1504073089024.0
1225,계룡건설산업,2020-03-31,2062714142720.0,509216260096.0,1553497980928.0
1226,계양전기,2017-12-31,253948493824.0,182371090432.0,71577403392.0
1227,계양전기,2018-12-31,272561799168.0,187406123008.0,85155684352.0
1228,계양전기,2019-03-31,294606503936.0,187584724992.0,107021762560.0
1229,계양전기,2019-06-30,293288017920.0,189260906496.0,104027111424.0
1230,계양전기,2019-09-30,288242630656.0,189591322624.0,98651291648.0
1231,계양전기,2019-12-31,279894163456.0,184456429568.0,95437742080.0
1232,계양전기,2020-03-31,286944329728.0,185624936448.0,101319409664.0
1233,고려산업,2017-12-31,183124066304.0,88758116352.0,94365949952.0
1234,고려산업,2018-12-31,213622767616.0,92389588992.0,121233178624.0
1235,고려산업,2019-03-31,212544815104.0,91772428288.0,120772386816.0
1236,고려산업,2019-06-30,221499588608.0,93018791936.0,128480796672.0
1237,고려산업,2019-09-30,218211139584.0,94077263872.0,124133875712.0
1238,고려산업,2019-12-31,206489845760.0,95822995456.0,110666850304.0
1239,고려산업,2020-03-31,202048634880.0,95259131904.0,106789494784.0
1240,고려신용정보,2017-12-31,27167647744.0,17309982720.0,9857666048.0
1241,고려신용정보,2018-12-31,32970956800.0,19155058688.0,13815898112.0
1242,고려신용정보,2019-06-30,37630377984.0,18796167168.0,18834210816.0
1243,고려신용정보,2019-09-30,41622315008.0,20169822208.0,21452490752.0
1244,고려신용정보,2019-12-31,48729767936.0,22548789248.0,26180978688.0
1245,고려신용정보,2020-03-31,48542359552.0,20448047104.0,28094312448.0
1246,고려아연,2017-12-31,7038142251008.0,6105650954240.0,932491493376.0
1247,고려아연,2018-12-31,7225893978112.0,6374527860736.0,851366379520.0
1248,고려아연,2019-03-31,7151830433792.0,6357343797248.0,794486767616.0
1249,고려아연,2019-06-30,7571001835520.0,6542118092800.0,1028884135936.0
1250,고려아연,2019-09-30,7848132608000.0,6733246758912.0,1114885718016.0
1251,고려아연,2019-12-31,7840561364992.0,6838391668736.0,1002169303040.0
1252,고려아연,2020-03-31,7833814827008.0,6762921984000.0,1070893105152.0
1253,고려제강,2017-12-31,2400557989888.0,1458299207680.0,942258782208.0
1254,고려제강,2018-12-31,2387466256384.0,1457078403072.0,930387787776.0
1255,고려제강,2019-03-31,2430819631104.0,1479812448256.0,951007117312.0
1256,고려제강,2019-06-30,2421686534144.0,1491617579008.0,930069020672.0
1257,고려제강,2019-09-30,2399117246464.0,1510400458752.0,888716787712.0
1258,고려제강,2019-12-31,2353652301824.0,1481868574720.0,871783792640.0
1259,고려제강,2020-03-31,2375769391104.0,1489561714688.0,886207676416.0
1260,고영,2017-12-31,205207388160.0,161317175296.0,43890212864.0
1261,고영,2018-12-31,279059431424.0,225866645504.0,53192798208.0
1262,고영,2019-03-31,280757010432.0,220843409408.0,59913596928.0
1263,고영,2019-06-30,283652718592.0,231220576256.0,52432130048.0
1264,고영,2019-09-30,297221324800.0,243801047040.0,53420281856.0
1265,고영,2019-12-31,305481187328.0,243668533248.0,61812658176.0
1266,고영,2020-03-31,312864735232.0,247734272000.0,65130479616.0
1267,골드퍼시픽,2019-03-31,56642203648.0,36129738752.0,20512462848.0
1268,골드퍼시픽,2019-06-30,78969020416.0,47206580224.0,31762442240.0
1269,골드퍼시픽,2019-09-30,82902138880.0,47660412928.0,35241725952.0
1270,골든센츄리,2017-12-31,851302656.0,687652800.0,163649856.0
1271,골든센츄리,2018-12-31,1172371840.0,1048366976.0,124004880.0
1272,골든센츄리,2019-03-31,1241077120.0,1078535040.0,162542128.0
1273,골든센츄리,2019-06-30,1375329280.0,1115423360.0,259906032.0
1274,골든센츄리,2019-09-30,1412105216.0,1153666560.0,258438720.0
1275,골든센츄리,2019-12-31,1399329152.0,1305222528.0,94106616.0
1276,골든센츄리,2020-03-31,1440141696.0,1331727488.0,108414216.0
1277,골프존,2017-12-31,253672423424.0,189381885952.0,64290537472.0
1278,골프존,2018-12-31,254057807872.0,194919563264.0,59138244608.0
1279,골프존,2019-03-31,295954874368.0,194629681152.0,101325176832.0
1280,골프존,2019-06-30,290978988032.0,202807181312.0,88171814912.0
1281,골프존,2019-09-30,306494767104.0,206060634112.0,100434124800.0
1282,골프존,2019-12-31,312587288576.0,200042872832.0,112544407552.0
1283,골프존,2020-03-31,331046551552.0,199651196928.0,131395330048.0
1284,골프존뉴딘홀딩스,2017-12-31,756500922368.0,500912652288.0,255588302848.0
1285,골프존뉴딘홀딩스,2018-12-31,774743326720.0,485969887232.0,288773472256.0
1286,골프존뉴딘홀딩스,2019-03-31,820429848576.0,473743065088.0,346686750720.0
1287,골프존뉴딘홀딩스,2019-06-30,817784160256.0,471673765888.0,346110394368.0
1288,골프존뉴딘홀딩스,2019-09-30,803670982656.0,469309980672.0,334361001984.0
1289,골프존뉴딘홀딩스,2019-12-31,776384675840.0,447197511680.0,329187196928.0
1290,골프존뉴딘홀딩스,2020-03-31,785136680960.0,443484667904.0,341652045824.0
1291,광동제약,2017-12-31,722699747328.0,416301187072.0,306398527488.0
1292,광동제약,2018-12-31,732056780800.0,430838611968.0,301218201600.0
1293,광동제약,2019-03-31,755276578816.0,433492033536.0,321784545280.0
1294,광동제약,2019-06-30,764299051008.0,441507119104.0,322791899136.0
1295,광동제약,2019-09-30,762044874752.0,445842489344.0,316202418176.0
1296,광동제약,2019-12-31,792776015872.0,447457198080.0,345318817792.0
1297,광동제약,2020-03-31,780248023040.0,453845614592.0,326402408448.0
1298,광림,2017-12-31,208058302464.0,107690688512.0,100367613952.0
1299,광림,2018-12-31,187812626432.0,90075226112.0,97737400320.0
1300,광림,2019-03-31,186174177280.0,86685294592.0,99488874496.0
1301,광림,2019-06-30,209805033472.0,80181420032.0,129623621632.0
1302,광림,2019-09-30,223655854080.0,78236753920.0,145419108352.0
1303,광림,2019-12-31,252468248576.0,90772135936.0,161696120832.0
1304,광림,2020-03-31,260437082112.0,96806174720.0,163630907392.0
1305,광명전기,2017-12-31,152717131776.0,96648224768.0,56068919296.0
1306,광명전기,2018-12-31,151823122432.0,98748350464.0,53074771968.0
1307,광명전기,2019-03-31,160267157504.0,99711033344.0,60556128256.0
1308,광명전기,2019-06-30,164747984896.0,102100107264.0,62647873536.0
1309,광명전기,2019-09-30,164480204800.0,101983027200.0,62497181696.0
1310,광명전기,2019-12-31,156712697856.0,105398861824.0,51313844224.0
1311,광명전기,2020-03-31,158163959808.0,106252001280.0,51911954432.0
1312,광전자,2017-12-31,238229946368.0,206148993024.0,32080951296.0
1313,광전자,2018-12-31,262117703680.0,224399900672.0,37717807104.0
1314,광전자,2019-03-31,265518776320.0,224351371264.0,41167409152.0
1315,광전자,2019-06-30,264271347712.0,225920122880.0,38351237120.0
1316,광전자,2019-09-30,266999463936.0,227100409856.0,39899054080.0
1317,광전자,2019-12-31,260279877632.0,222416093184.0,37863788544.0
1318,광전자,2020-03-31,263240777728.0,222845911040.0,40394862592.0
1319,광진윈텍,2017-12-31,97244602368.0,39629602816.0,57614999552.0
1320,광진윈텍,2018-12-31,100355063808.0,37045010432.0,63310057472.0
1321,광진윈텍,2019-03-31,98645778432.0,37416353792.0,61229428736.0
1322,광진윈텍,2019-06-30,93193248768.0,39159558144.0,54033690624.0
1323,광진윈텍,2019-09-30,90453671936.0,40245350400.0,50208317440.0
1324,광진윈텍,2019-12-31,96723156992.0,44219858944.0,52503298048.0
1325,광진윈텍,2020-03-31,95279890432.0,44550471680.0,50729418752.0
1326,구영테크,2017-12-31,187009679360.0,55811039232.0,131198640128.0
1327,구영테크,2018-12-31,202572972032.0,68827897856.0,133745074176.0
1328,구영테크,2019-03-31,217376505856.0,69607890944.0,147768606720.0
1329,구영테크,2019-06-30,220369207296.0,71809425408.0,148559790080.0
1330,구영테크,2019-09-30,219274461184.0,74557251584.0,144717201408.0
1331,구영테크,2019-12-31,206569865216.0,71704256512.0,134865616896.0
1332,구영테크,2020-03-31,213054111744.0,73597009920.0,139457101824.0
1333,국도화학,2017-12-31,788549468160.0,467880574976.0,320668925952.0
1334,국도화학,2018-12-31,854418456576.0,499645841408.0,354772615168.0
1335,국도화학,2019-03-31,923321958400.0,504441995264.0,418879995904.0
1336,국도화학,2019-06-30,908058755072.0,512027164672.0,396031590400.0
1337,국도화학,2019-09-30,938816503808.0,520527904768.0,418288566272.0
1338,국도화학,2019-12-31,905420079104.0,528159834112.0,377260244992.0
1339,국도화학,2020-03-31,1005743046656.0,527559950336.0,478183096320.0
1340,국동,2017-12-31,106307076096.0,42630725632.0,63676354560.0
1341,국동,2018-12-31,122973306880.0,47949033472.0,75024269312.0
1342,국동,2019-03-31,123363344384.0,50137866240.0,73225478144.0
1343,국동,2019-06-30,146781421568.0,68798603264.0,77982810112.0
1344,국동,2019-09-30,128474701824.0,63002718208.0,65471987712.0
1345,국동,2019-12-31,133252005888.0,64478941184.0,68773068800.0
1346,국동,2020-03-31,154235043840.0,70324633600.0,83910410240.0
1347,국보,2017-12-31,73270173696.0,17848563712.0,55421607936.0
1348,국보,2018-12-31,48188112896.0,13412206592.0,34775908352.0
1349,국보,2019-03-31,46170468352.0,11213481984.0,34956984320.0
1350,국보,2019-06-30,90016628736.0,20711020544.0,69305606144.0
1351,국보,2019-09-30,129921245184.0,31282718720.0,98638528512.0
1352,국보,2019-12-31,132711841792.0,43791814656.0,88920023040.0
1353,국보,2020-03-31,133082169344.0,33936340992.0,99145826304.0
1354,국보디자인,2017-12-31,164381720576.0,99283828736.0,65097887744.0
1355,국보디자인,2018-12-31,175036776448.0,108600434688.0,66436345856.0
1356,국보디자인,2019-03-31,167391625216.0,108689661952.0,58701963264.0
1357,국보디자인,2019-06-30,180502659072.0,111355355136.0,69147312128.0
1358,국보디자인,2019-09-30,207109570560.0,118154248192.0,88955330560.0
1359,국보디자인,2019-12-31,222514987008.0,123363885056.0,99151093760.0
1360,국보디자인,2020-03-31,222877089792.0,126678720512.0,96198369280.0
1361,국순당,2017-12-31,242628919296.0,221448634368.0,21180276736.0
1362,국순당,2018-12-31,238619492352.0,215679926272.0,22939574272.0
1363,국순당,2019-03-31,236508397568.0,209944821760.0,26563581952.0
1364,국순당,2019-06-30,227881107456.0,208028090368.0,19853004800.0
1365,국순당,2019-09-30,225271955456.0,206361214976.0,18910736384.0
1366,국순당,2019-12-31,252484288512.0,204958646272.0,47525638144.0
1367,국순당,2020-03-31,246566961152.0,200197603328.0,46369357824.0
1368,국일제지,2017-12-31,106712309760.0,57715544064.0,48996765696.0
1369,국일제지,2018-12-31,113719001088.0,55729729536.0,57989271552.0
1370,국일제지,2019-12-31,125508722688.0,43996045312.0,81512677376.0
1371,국일제지,2020-03-31,124231753728.0,51842441216.0,72389312512.0
1372,국제약품,2017-12-31,131646349312.0,67778306048.0,63868043264.0
1373,국제약품,2018-12-31,126234894336.0,68698152960.0,57536741376.0
1374,국제약품,2019-03-31,137123463168.0,70131359744.0,66992107520.0
1375,국제약품,2019-06-30,139717099520.0,63029702656.0,76687392768.0
1376,국제약품,2019-09-30,133504827392.0,63841075200.0,69663752192.0
1377,국제약품,2019-12-31,134593617920.0,60953952256.0,73639657472.0
1378,국제약품,2020-03-31,140490522624.0,65777856512.0,74712670208.0
1379,그리티,2017-12-31,73262907392.0,56069599232.0,17193308160.0
1380,그리티,2018-12-31,95755026432.0,74460585984.0,21294442496.0
1381,그리티,2019-03-31,105714139136.0,73992044544.0,31722096640.0
1382,그리티,2019-06-30,103651246080.0,74144145408.0,29507094528.0
1383,그리티,2019-09-30,94110875648.0,74195935232.0,19914944512.0
1384,그리티,2019-12-31,92151595008.0,74181099520.0,17970493440.0
1385,그리티,2020-03-31,97132634112.0,73488973824.0,23643666432.0
1386,그린플러스,2017-12-31,54690234368.0,14108086272.0,40582148096.0
1387,그린플러스,2018-12-31,63717253120.0,23995551744.0,39721701376.0
1388,그린플러스,2019-09-30,73905217536.0,35265474560.0,38639742976.0
1389,그린플러스,2019-12-31,72321982464.0,37391335424.0,34930647040.0
1390,그린플러스,2020-03-31,77143416832.0,38786297856.0,38357123072.0
1391,극동유화,2017-12-31,268503826432.0,148390952960.0,120112873472.0
1392,극동유화,2018-12-31,280142446592.0,159930220544.0,120212242432.0
1393,극동유화,2019-03-31,284912680960.0,157349986304.0,127562711040.0
1394,극동유화,2019-06-30,277049737216.0,162639085568.0,114410627072.0
1395,극동유화,2019-09-30,281655214080.0,167205928960.0,114449285120.0
1396,극동유화,2019-12-31,289929199616.0,169282715648.0,120646492160.0
1397,극동유화,2020-03-31,292719788032.0,168095137792.0,124624658432.0
1398,글로벌에스엠,2017-12-31,822724480.0,559635136.0,263089328.0
1399,글로벌에스엠,2018-12-31,803163648.0,549761984.0,253401664.0
1400,글로벌에스엠,2019-03-31,801103552.0,549179072.0,251924464.0
1401,글로벌에스엠,2019-06-30,808626816.0,547283264.0,261343520.0
1402,글로벌에스엠,2019-09-30,842058688.0,556340992.0,285717696.0
1403,글로벌에스엠,2019-12-31,793080256.0,561679872.0,231400416.0
1404,글로벌에스엠,2020-03-31,795579456.0,565739008.0,229840496.0
1405,글로벌텍스프리,2017-12-31,75947982848.0,64041951232.0,11906027520.0
1406,글로벌텍스프리,2018-12-31,112165199872.0,73914925056.0,38250278912.0
1407,글로벌텍스프리,2019-03-31,116216889344.0,59106340864.0,57110544384.0
1408,글로벌텍스프리,2019-06-30,120092418048.0,63697793024.0,56394620928.0
1409,글로벌텍스프리,2019-09-30,122728759296.0,67564011520.0,55164747776.0
1410,글로벌텍스프리,2019-12-31,126536400896.0,72902533120.0,53633871872.0
1411,글로벌텍스프리,2020-03-31,116607614976.0,73752772608.0,42854838272.0
1412,글로스퍼랩스,2017-12-31,35772874752.0,27309766656.0,8463106560.0
1413,글로스퍼랩스,2018-12-31,43608961024.0,17321648128.0,26287310848.0
1414,글로스퍼랩스,2019-03-31,46064840704.0,18464831488.0,27600007168.0
1415,글로스퍼랩스,2019-06-30,43839016960.0,17726885888.0,26112129024.0
1416,글로스퍼랩스,2019-09-30,45904392192.0,16784506880.0,29119883264.0
1417,글로스퍼랩스,2019-12-31,41243344896.0,20914040832.0,20329302016.0
1418,글로스퍼랩스,2020-03-31,47620308992.0,20178046976.0,27442259968.0
1419,금강공업,2017-12-31,756422279168.0,331106549760.0,425315762176.0
1420,금강공업,2018-12-31,852848672768.0,354235318272.0,498613354496.0
1421,금강공업,2019-03-31,869463752704.0,353297530880.0,516166221824.0
1422,금강공업,2019-06-30,862469685248.0,354871443456.0,507598241792.0
1423,금강공업,2019-09-30,858824179712.0,358936051712.0,499888128000.0
1424,금강공업,2019-12-31,834006220800.0,345941606400.0,488064614400.0
1425,금강공업,2020-03-31,842614636544.0,343611637760.0,499002998784.0
1426,금강철강,2017-12-31,129983799296.0,107467710464.0,22516094976.0
1427,금강철강,2018-12-31,133399429120.0,109046915072.0,24352520192.0
1428,금강철강,2019-03-31,135388700672.0,108166127616.0,27222573056.0
1429,금강철강,2019-06-30,133874286592.0,108926205952.0,24948080640.0
1430,금강철강,2019-09-30,134993403904.0,110481866752.0,24511533056.0
1431,금강철강,2019-12-31,136604950528.0,110072774656.0,26532179968.0
1432,금강철강,2020-03-31,134387654656.0,108763594752.0,25624057856.0
1433,금비,2017-09-30,247008395264.0,150022914048.0,96985481216.0
1434,금비,2018-09-30,252892151808.0,156252160000.0,96640000000.0
1435,금비,2019-03-31,256349061120.0,158432165888.0,97916895232.0
1436,금비,2019-06-30,260293656576.0,162048884736.0,98244771840.0
1437,금비,2019-09-30,260180099072.0,163543711744.0,96636403712.0
1438,금비,2019-12-31,321411153920.0,163103883264.0,158307254272.0
1439,금양,2017-12-31,196084039680.0,57595445248.0,138488578048.0
1440,금양,2018-12-31,204777160704.0,79456337920.0,125320822784.0
1441,금양,2019-03-31,213907341312.0,83148349440.0,130759000064.0
1442,금양,2019-06-30,222600527872.0,82815229952.0,139785289728.0
1443,금양,2019-09-30,234003480576.0,83129999360.0,150873489408.0
1444,금양,2019-12-31,224222543872.0,68287062016.0,155935473664.0
1445,금양,2020-03-31,247587094528.0,76352167936.0,171234918400.0
1446,금호산업,2017-12-31,1284875485184.0,392692826112.0,892182659072.0
1447,금호산업,2018-12-31,1182209933312.0,356297244672.0,825912655872.0
1448,금호산업,2019-03-31,1229849624576.0,338109562880.0,891740094464.0
1449,금호산업,2019-06-30,1315539779584.0,353988935680.0,961550811136.0
1450,금호산업,2019-09-30,1264238198784.0,367756869632.0,896481296384.0
1451,금호산업,2019-12-31,1337430638592.0,376492589056.0,960937984000.0
1452,금호산업,2020-03-31,1359030386688.0,374154559488.0,984875859968.0
1453,금호석유화학,2017-12-31,4579813490688.0,1956802985984.0,2623010504704.0
1454,금호석유화학,2018-12-31,4616720744448.0,2348147015680.0,2268573728768.0
1455,금호석유화학,2019-03-31,4777795125248.0,2410249453568.0,2367545409536.0
1456,금호석유화학,2019-06-30,4780022300672.0,2558288986112.0,2221733314560.0
1457,금호석유화학,2019-09-30,4587190747136.0,2600370438144.0,1986820046848.0
1458,금호석유화학,2019-12-31,4538042417152.0,2629571444736.0,1908470841344.0
1459,금호석유화학,2020-03-31,4621096976384.0,2659885514752.0,1961211592704.0
1460,금호에이치티,2017-12-31,150164488192.0,90754416640.0,59410075648.0
1461,금호에이치티,2018-12-31,238380056576.0,124851871744.0,113528184832.0
1462,금호에이치티,2019-03-31,281325699072.0,161580285952.0,119745429504.0
1463,금호에이치티,2019-06-30,291592634368.0,160737705984.0,130854920192.0
1464,금호에이치티,2019-09-30,286173233152.0,159789776896.0,126383456256.0
1465,금호에이치티,2019-12-31,322078179328.0,172630687744.0,149447507968.0
1466,금호에이치티,2020-03-31,323353608192.0,174831501312.0,148522123264.0
1467,금호전기,2017-12-31,409873252352.0,138262020096.0,271611248640.0
1468,금호전기,2018-12-31,170295312384.0,34692431872.0,135602880512.0
1469,금호전기,2019-03-31,150932275200.0,47641047040.0,103291224064.0
1470,금호전기,2019-06-30,141285261312.0,36460277760.0,104824987648.0
1471,금호전기,2019-09-30,137312976896.0,32665579520.0,104647393280.0
1472,금호전기,2019-12-31,73092112384.0,16852179968.0,56239927296.0
1473,금호전기,2020-03-31,77215899648.0,15835275264.0,61380624384.0
1474,금호타이어,2017-12-31,4543611928576.0,929048690688.0,3614563368960.0
1475,금호타이어,2018-12-31,4221395009536.0,1341733470208.0,2879661539328.0
1476,금호타이어,2019-03-31,4227282239488.0,1385468395520.0,2841813712896.0
1477,금호타이어,2019-06-30,4180738048000.0,1383907328000.0,2796830588928.0
1478,금호타이어,2019-09-30,4208697540608.0,1372024471552.0,2836673069056.0
1479,금호타이어,2019-12-31,3929463586816.0,1292634161152.0,2636829425664.0
1480,금호타이어,2020-03-31,4003300638720.0,1234526666752.0,2768773840896.0
1481,금화피에스시,2017-12-31,230420611072.0,183057317888.0,47363293184.0
1482,금화피에스시,2018-12-31,262516457472.0,220727033856.0,41789419520.0
1483,금화피에스시,2019-03-31,270536540160.0,219468152832.0,51068387328.0
1484,금화피에스시,2019-06-30,270254178304.0,229407309824.0,40846876672.0
1485,금화피에스시,2019-09-30,267618713600.0,231946780672.0,35671937024.0
1486,금화피에스시,2019-12-31,281692930048.0,239409627136.0,42283315200.0
1487,금화피에스시,2020-03-31,289342816256.0,236326125568.0,53016686592.0
1488,기가레인,2017-12-31,181628354560.0,88669118464.0,92959227904.0
1489,기가레인,2018-12-31,179113951232.0,68560113664.0,110553833472.0
1490,기가레인,2019-03-31,165344952320.0,62433386496.0,102911574016.0
1491,기가레인,2019-06-30,157220782080.0,61354631168.0,95866150912.0
1492,기가레인,2019-09-30,155330314240.0,57252040704.0,98078269440.0
1493,기가레인,2019-12-31,117798199296.0,28064616448.0,89733578752.0
1494,기가레인,2020-03-31,107555946496.0,27216633856.0,80339304448.0
1495,기산텔레콤,2017-12-31,70137339904.0,34992275456.0,35145064448.0
1496,기산텔레콤,2018-12-31,56180490240.0,31640999936.0,24539492352.0
1497,기산텔레콤,2019-03-31,54670921728.0,28299890688.0,26371033088.0
1498,기산텔레콤,2019-06-30,68524879872.0,28053233664.0,40471646208.0
1499,기산텔레콤,2019-09-30,72225767424.0,32299661312.0,39926108160.0
1500,기산텔레콤,2019-12-31,66789756928.0,34690965504.0,32098791424.0
1501,기산텔레콤,2020-03-31,74244120576.0,34710228992.0,39533891584.0
1502,기신정기,2017-03-31,235954864128.0,222574854144.0,13380003840.0
1503,기신정기,2018-03-31,240439607296.0,228244045824.0,12195570688.0
1504,기신정기,2019-03-31,245756149760.0,233642721280.0,12113428480.0
1505,기신정기,2019-06-30,250385203200.0,231982678016.0,18402533376.0
1506,기신정기,2019-09-30,247336927232.0,233183264768.0,14153664512.0
1507,기신정기,2019-12-31,250919108608.0,234720460800.0,16198644736.0
1508,기아자동차,2017-12-31,52294439665664.0,26861176356864.0,25433261211648.0
1509,기아자동차,2018-12-31,51786605920256.0,27243464097792.0,24543141822464.0
1510,기아자동차,2019-03-31,53119954190336.0,27658123476992.0,25461832810496.0
1511,기아자동차,2019-06-30,54495966920704.0,28359480311808.0,26136488706048.0
1512,기아자동차,2019-09-30,55427022716928.0,28736495812608.0,26690526904320.0
1513,기아자동차,2019-12-31,55344797581312.0,28978138054656.0,26366659526656.0
1514,기아자동차,2020-03-31,55686469779456.0,28743737278464.0,26942732500992.0
1515,까스텔바작,2017-12-31,64903847936.0,51911344128.0,12992503808.0
1516,까스텔바작,2018-12-31,79266758656.0,62786695168.0,16480058368.0
1517,까스텔바작,2019-06-30,91872395264.0,74278862848.0,17593538560.0
1518,까스텔바작,2019-09-30,96289251328.0,75831590912.0,20457660416.0
1519,까스텔바작,2019-12-31,89005072384.0,76678225920.0,12326845440.0
1520,까스텔바작,2020-03-31,93423599616.0,76324290560.0,17099311104.0
1521,깨끗한나라,2017-12-31,573112647680.0,188121595904.0,384991035392.0
1522,깨끗한나라,2018-12-31,599409885184.0,174667546624.0,424742322176.0
1523,깨끗한나라,2019-03-31,612309467136.0,164966121472.0,447343362048.0
1524,깨끗한나라,2019-06-30,567780245504.0,149394554880.0,418385657856.0
1525,깨끗한나라,2019-09-30,534989012992.0,144370237440.0,390618775552.0
1526,깨끗한나라,2019-12-31,538264109056.0,162444328960.0,375819763712.0
1527,깨끗한나라,2020-03-31,555677188096.0,175879651328.0,379797536768.0
1528,나노,2017-12-31,91574665216.0,44902240256.0,46672424960.0
1529,나노,2018-12-31,108261294080.0,59465318400.0,48795975680.0
1530,나노,2019-03-31,112357351424.0,62933782528.0,49423568896.0
1531,나노,2019-06-30,112686153728.0,63932018688.0,48754139136.0
1532,나노,2019-09-30,113000390656.0,62064861184.0,50935529472.0
1533,나노,2019-12-31,116141228032.0,62021910528.0,54119317504.0
1534,나노,2020-03-31,119795752960.0,63496417280.0,56299335680.0
1535,나노메딕스,2017-12-31,51843485696.0,13348879360.0,38494605312.0
1536,나노메딕스,2018-12-31,91298144256.0,38496866304.0,52801277952.0
1537,나노메딕스,2019-03-31,89485336576.0,38984232960.0,50501107712.0
1538,나노메딕스,2019-06-30,89702932480.0,41028313088.0,48674615296.0
1539,나노메딕스,2019-09-30,109539303424.0,46370418688.0,63168884736.0
1540,나노메딕스,2019-12-31,117265162240.0,45840658432.0,71424499712.0
1541,나노브릭,2017-12-31,18335455232.0,734346368.0,17601107968.0
1542,나노브릭,2018-12-31,18088484864.0,1524203392.0,16564281344.0
1543,나노브릭,2019-09-30,24269033472.0,14325185536.0,9943848960.0
1544,나노브릭,2019-12-31,24551526400.0,14149812224.0,10401714176.0
1545,나노스,2017-12-31,83933970432.0,33944973312.0,49988993024.0
1546,나노스,2018-12-31,79356723200.0,28745934848.0,50610790400.0
1547,나노스,2019-03-31,74474053632.0,23893436416.0,50580619264.0
1548,나노스,2019-06-30,70862856192.0,17070184448.0,53792673792.0
1549,나노스,2019-09-30,85092040704.0,24730435584.0,60361605120.0
1550,나노스,2019-12-31,84721762304.0,37468770304.0,47252992000.0
1551,나노스,2020-03-31,93576593408.0,42131730432.0,51444862976.0
1552,나노신소재,2017-12-31,88963514368.0,82913402880.0,6050113024.0
1553,나노신소재,2018-12-31,98480422912.0,88855044096.0,9625376768.0
1554,나노신소재,2019-03-31,99849412608.0,89068994560.0,10780423168.0
1555,나노신소재,2019-06-30,100928053248.0,90827104256.0,10100948992.0
1556,나노신소재,2019-09-30,103266680832.0,92757778432.0,10508896256.0
1557,나노신소재,2019-12-31,101893570560.0,93787586560.0,8105979392.0
1558,나노신소재,2020-03-31,105061982208.0,91070021632.0,13991956480.0
1559,나노엔텍,2017-12-31,42369896448.0,23730999296.0,18638895104.0
1560,나노엔텍,2018-12-31,42161680384.0,35150401536.0,7011281408.0
1561,나노엔텍,2019-03-31,41281998848.0,35118120960.0,6163878400.0
1562,나노엔텍,2019-06-30,43225825280.0,36861411328.0,6364417536.0
1563,나노엔텍,2019-09-30,44859383808.0,38613397504.0,6245989888.0
1564,나노엔텍,2019-12-31,46639329280.0,41025691648.0,5613637120.0
1565,나노엔텍,2020-03-31,48487284736.0,42259623936.0,6227661312.0
1566,나노캠텍,2017-12-31,74180976640.0,55220514816.0,18960459776.0
1567,나노캠텍,2018-12-31,108550004736.0,65909071872.0,42640936960.0
1568,나노캠텍,2019-03-31,102060990464.0,62033022976.0,40027967488.0
1569,나노캠텍,2019-06-30,96806010880.0,68734443520.0,28071565312.0
1570,나노캠텍,2019-09-30,99522002944.0,74685677568.0,24836321280.0
1571,나노캠텍,2019-12-31,72530165760.0,59198234624.0,13331931136.0
